Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,General Rents,THE WREKIN HOUSING TRUST,07/04/2014,"1,700.34",,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,General Rents,THE WREKIN HOUSING TRUST,07/04/2014,765.12,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,General Rents,THE WREKIN HOUSING TRUST,07/04/2014,"1,446.18",,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,15/04/2014,318.16,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,WATERCLEAN SERVICES LTD,01/04/2014,300.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,28/04/2014,128.50,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,ABC FIRE & SECURITY LTD,28/04/2014,150.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,KOHLER MIRA LIMITED,14/04/2014,850.30,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/04/2014,501.55,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,Gas,West Mercia Energy (WME),16/04/2014,"1,065.32",,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAJ,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,28/04/2014,"2,659.45",,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,28/04/2014,150.40,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,Service Contracts,ADT FIRE & SECURITY PLC,28/04/2014,100.27,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/04/2014,112.72,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/04/2014,352.61,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,Gas,West Mercia Energy (WME),16/04/2014,133.82,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,Gas,West Mercia Energy (WME),16/04/2014,131.84,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),16/04/2014,230.27,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,R&M -Building Other,SEAN BYRNE,16/04/2014,160.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,R&M -Building Other,CHRIS BREEZE LTD,28/04/2014,114.18,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,R&M -Building Other,CHRIS BREEZE LTD,28/04/2014,201.25,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,R&M -Building Other,AS & P SERVICES TA RAINBOW INTERNATIONAL,14/04/2014,150.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/04/2014,"2,253.92",,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/04/2014,"2,558.31",,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHBC,Supplies & Services,Homelessness Prevention,Peter Richardson Estates LTD,14/04/2014,550.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHBC,Supplies & Services,Homelessness Prevention,Annabel Church Lettings,14/04/2014,475.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHBC,Supplies & Services,Homelessness Prevention,Farlow Esate Agents,14/04/2014,240.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,14/04/2014,269.20,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,R&M -Building Other,R M F LANDSCAPING LTD,22/04/2014,721.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,Electricity,STEPHEN P WALES LTD,23/04/2014,127.26,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GCAF,Supplies & Services,Security Services,ADT FIRE & SECURITY PLC,11/04/2014,"1,131.00",,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GCAF,Supplies & Services,Other Services,ADT FIRE & SECURITY PLC,28/04/2014,"6,326.00",,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Registration / Licence Fees,WHITE RIBBON CAMPAIGN UK LTD,17/04/2014,250.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Marketing & Publicity,WHITE RIBBON CAMPAIGN UK LTD,17/04/2014,300.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GCAF,Supplies & Services,Security Services,BRITISH TELECOMMUNICATIONS PLC,25/04/2014,"2,295.00",,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Other Services,Icontact Advertising,25/04/2014,546.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GCAF,Supplies & Services,Security Services,PRYSMIAN CABLES & SYSTEMS LTD,23/04/2014,197.13,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GY00,Supplies & Services,Books,THE AWARD SCHEME LTD,11/04/2014,750.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GY00,Transport-Related Expenditure,Contract Hire - Mini Bus,NORTHGATE VEHICLE HIRE LTD,23/04/2014,463.67,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GY00,Supplies & Services,Registration / Licence Fees,THE AWARD SCHEME LTD,14/04/2014,"1,050.00",,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GY00,Premises-Related Expenditure,Gas,West Mercia Energy (WME),16/04/2014,144.07,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GY00,Premises-Related Expenditure,Hire Of Rooms,DONNINGTON METHODIST CHURCH,04/04/2014,144.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GY00,Premises-Related Expenditure,Hire Of Rooms,DONNINGTON METHODIST CHURCH,04/04/2014,144.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GY03,Supplies & Services,Confectionery & Snacks,BIKOLD,11/04/2014,176.84,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GY02,Supplies & Services,Holidays & Outings,TRAVEL CLASS LTD,01/04/2014,-156.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GY02,Supplies & Services,Holidays & Outings,TRAVEL CLASS LTD,14/04/2014,187.20,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GY03,Supplies & Services,Holidays & Outings,Severn Valley Railway (Holdings) PLC,25/04/2014,117.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GYAY,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,11/04/2014,406.98,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,GYAY,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,07/04/2014,"2,656.74",,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,JEAN,Supplies & Services,Holidays & Outings,R WHITEHOUSE,01/04/2014,195.00,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,JEAN,Premises-Related Expenditure,Hire Of Rooms,HADLEY & LEEGOMERY PARISH COUNCIL,14/04/2014,237.60,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,JPAG,Supplies & Services,Equipment - Hire,QUICK SKIPS (TELFORD) LTD,01/04/2014,175.00,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,09/04/2014,480.60,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,09/04/2014,"1,274.40",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,09/04/2014,"1,441.80",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,09/04/2014,985.50,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,09/04/2014,"3,231.36",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,AMANDA J SANDIFORD,09/04/2014,963.90,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,DAISY CHAIN @ OLD HALL,09/04/2014,"19,323.09",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LADYGROVE NURSERY,09/04/2014,"7,927.20",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PUDDLEDUCKS PLAYGROUP,09/04/2014,"16,853.04",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,THE LEARNING TREE PRE-SCHOOL,09/04/2014,"13,323.15",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,THE OLD HALL SCHOOL,09/04/2014,"8,078.40",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TORTOISE NURSERY SCHOOL,09/04/2014,"13,231.35",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LEEGOMERY UNDER 5'S PLAYGROUP,09/04/2014,"8,353.80",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CHILDCARE SOS,09/04/2014,"15,059.25",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LILLESHALL PRE-SCHOOL PLAYGROUP,09/04/2014,"11,630.52",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EDGMOND OWLS,09/04/2014,"12,199.68",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HIGH ERCALL PRE-SCHOOL,09/04/2014,"6,117.12",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHILDCARE SOS,09/04/2014,"8,738.10",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CYGNETS PRE-SCHOOL,09/04/2014,654.75,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Pre School Playgroups,ABACUSDAY NURSERY,09/04/2014,654.75,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUS (DAWLEY) LTD,09/04/2014,"6,879.60",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUS (DAWLEY) LTD,09/04/2014,"2,457.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUSDAY NURSERY,09/04/2014,"1,971.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Employees,Staff Training,REDACTED PERSONAL INFORMATION,08/04/2014,700.00,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,HADLEY UNDER 5'S,08/04/2014,873.00,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Voluntary Bodies,REDHILL NURSERY,08/04/2014,"21,505.50",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUS DAY NURSERY,09/04/2014,"3,928.50",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUS DAY NURSERY,09/04/2014,"9,182.70",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,09/04/2014,"3,326.40",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CYGNETS PRE-SCHOOL,09/04/2014,"9,622.80",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CYGNETS PRE-SCHOOL,09/04/2014,"3,888.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PLAY-DAYS CORPORTION LTD,09/04/2014,"7,518.96",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Lawley Village Day Nursery,09/04/2014,"12,364.65",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABC Day Nursery,09/04/2014,"15,681.60",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Aqueduct Little Learners,09/04/2014,"9,259.65",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,AMANDA EDMONDS,09/04/2014,469.80,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUSY BEES AT TELFORD PARKWAY,09/04/2014,"11,630.52",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Church Street Day Nursery,09/04/2014,"2,430.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,COALBROOKDALE & I'BRIDGE NURS,09/04/2014,"9,147.42",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,COALBROOKDALE & I'BRIDGE NURS,09/04/2014,"4,357.44",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,Lawley Village Day Nursery,09/04/2014,"4,583.25",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,09/04/2014,654.75,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABC Day Nursery,09/04/2014,"3,928.50",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,Aqueduct Little Learners,09/04/2014,"5,892.75",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUS (DAWLEY) LTD,09/04/2014,"5,238.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BUSY BEES AT TELFORD PARKWAY,09/04/2014,654.75,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,Church Street Day Nursery,09/04/2014,"3,928.50",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,COALBROOKDALE & I'BRIDGE NURS,09/04/2014,851.18,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,HALESFIELD DAY NURSERY CENTRE,09/04/2014,"1,964.25",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABC Day Nursery,09/04/2014,"2,619.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,APPLE TREES NURSERY,09/04/2014,349.20,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,OAKENGATES UNITED PRE-SCHOOL,09/04/2014,654.75,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,PLAY-DAYS CORPORTION LTD,09/04/2014,"1,309.50",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LITTLE CHICKS PRE-SCHOOL,09/04/2014,"1,964.25",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LONGFORD PLAYGROUP,09/04/2014,"2,619.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,Wellington Methodist Church,09/04/2014,"3,317.40",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,09/04/2014,"2,619.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HALESFIELD DAY NURSERY CENTRE,09/04/2014,"9,801.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HALESFIELD DAY NURSERY CENTRE,09/04/2014,"2,450.25",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABC Day Nursery,09/04/2014,"17,380.80",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,APPLE TREES NURSERY,09/04/2014,"3,159.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OAKENGATES UNITED PRE-SCHOOL,09/04/2014,"1,474.20",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE CHICKS PRE-SCHOOL,09/04/2014,"18,978.30",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LONGFORD PLAYGROUP,09/04/2014,"10,064.25",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Wellington Methodist Church,09/04/2014,"4,483.35",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,09/04/2014,"1,458.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,09/04/2014,508.95,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TEAGUES BRIDGE PRE-SCHOOL,09/04/2014,"14,133.15",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BEARS DEN PRE-SCHOOL,09/04/2014,"11,534.67",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,09/04/2014,972.00,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BROOKSIDE PRE-SCHOOL & PLAYGROUP,09/04/2014,"4,495.50",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUTTERFLIES DAY NURSERY,09/04/2014,"7,668.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,09/04/2014,654.75,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TEAGUES BRIDGE PRE-SCHOOL,09/04/2014,"7,202.25",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BEARS DEN PRE-SCHOOL,09/04/2014,"4,583.25",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,09/04/2014,654.75,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BROOKSIDE PRE-SCHOOL & PLAYGROUP,09/04/2014,"1,309.50",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BUTTERFLIES DAY NURSERY,09/04/2014,"1,964.25",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CENTRAL PARK NURSERY,09/04/2014,"7,857.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CASTLE HOUSE SCHOOL TRUST LTD,09/04/2014,654.75,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CLUB 0-5 LTD,09/04/2014,"3,273.75",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,DAISY CHAIN DAY CARE LTD,09/04/2014,"11,829.15",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,STRAWBERRY HILL DAY NURSERY,09/04/2014,"15,714.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CENTRAL PARK NURSERY,09/04/2014,"17,882.10",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CASTLE HOUSE SCHOOL TRUST LTD,09/04/2014,"10,689.03",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CLUB 0-5 LTD,09/04/2014,"10,011.60",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,DAISY CHAIN DAY CARE LTD,09/04/2014,"14,958.14",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,STRAWBERRY HILL DAY NURSERY,09/04/2014,"8,869.50",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TIGGY'S MONTESSORI NURSERY,09/04/2014,"15,292.80",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TRENCH TOTS NEIGHBOURHOOD NURSERY LTD,09/04/2014,"9,719.32",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,09/04/2014,488.70,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,09/04/2014,982.80,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,09/04/2014,475.20,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TIGGY'S MONTESSORI NURSERY,09/04/2014,"1,964.25",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TRENCH TOTS NEIGHBOURHOOD NURSERY LTD,09/04/2014,"5,783.63",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,09/04/2014,"1,309.50",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,EARLYWORLD LIMITED,09/04/2014,"1,309.50",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,EARLYWORLD LIMITED,09/04/2014,654.75,,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EARLYWORLD LIMITED,09/04/2014,"14,569.20",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EARLYWORLD LIMITED,09/04/2014,"12,565.80",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,KIDS 4 US,09/04/2014,"7,982.55",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,KIDS 4 US,09/04/2014,"2,619.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PRIORSLEE PRE-SCHOOL,09/04/2014,"13,494.60",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LITTLE DRAGONS PRE-SCHOOL,09/04/2014,"5,238.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE DRAGONS PRE-SCHOOL,09/04/2014,"8,829.00",,,,,,,,
"Family, Cohesion & Commissioning",Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,STEPPING STONES AT CAPTAIN WEBB,09/04/2014,"8,939.16",,,,,,,,
