Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,PASTA KING (UK) LIMITED,20/11/2013,576,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,20/11/2013,240.05,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,Delice de France,20/11/2013,319.81,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,CHAPPLE&JENKINS,20/11/2013,398.16,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,FRESHFAYRE,04/11/2013,192.15,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,Delice de France,04/11/2013,254.78,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,04/11/2013,246.7,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,BSF TRADING AS 3663,04/11/2013,1184.35,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,BSF TRADING AS 3663,04/11/2013,1262.57,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,04/11/2013,154.01,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,BSF TRADING AS 3663,04/11/2013,130.5,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,BSF TRADING AS 3663,04/11/2013,112.94,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,BSF TRADING AS 3663,04/11/2013,326.82,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,BSF TRADING AS 3663,04/11/2013,479.67,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,BSF TRADING AS 3663,04/11/2013,1118.72,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,BSF TRADING AS 3663,04/11/2013,154.35,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,OPTIONS MANAGEMENT,28/11/2013,356.72,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,PASTA KING (UK) LIMITED,28/11/2013,576,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,28/11/2013,221.3,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,28/11/2013,472.63,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,FRESHFAYRE,28/11/2013,381.25,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,Delice de France,28/11/2013,194.18,,,,
Education & Skills,Schools,KCAW,Supplies & Services,Provisions,FRESHFAYRE,28/11/2013,381.25,,,,
Education & Skills,Schools,KCAX,Supplies & Services,Marketing & Publicity,Time Marque International,14/11/2013,3090,,,,
Education & Skills,,WGAE,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,08/11/2013,3374.07,,,,
Education & Skills,,WGAG,Capital Expenditure,External Professional Fees,GRANT THORNTON UK LLP,22/11/2013,6925,,,,
Education & Skills,,WGAG,Capital Expenditure,Payments to Contractor,Jones Bros Ruthin (Civil Engineering) Co Ltd,21/11/2013,128402.69,,,,
Education & Skills,,WGAG,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/11/2013,4383.04,,,,
Education & Skills,,WGAG,Capital Expenditure,Payments to Contractor,KIER CONSTRUCTION LTD,25/11/2013,169558.37,,,,
Education & Skills,,WGAG,Capital Expenditure,Payments to Contractor,KIER CONSTRUCTION LTD,01/11/2013,718498.77,,,,
Education & Skills,,WGAG,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/11/2013,9066.2,,,,
Education & Skills,,WGAG,Capital Expenditure,Payments to Contractor,West Mercia Energy (WME),08/11/2013,657.82,,,,
Education & Skills,,WGAG,Capital Expenditure,Payments to Contractor,Phoenix Academy,08/11/2013,8673.92,,,,
Education & Skills,,WGAH,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,08/11/2013,1426.35,,,,
Education & Skills,,WGAJ,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,25/11/2013,1095383,,,,
Education & Skills,,WGAK,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,08/11/2013,1898.13,,,,
Education & Skills,,WGAL,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,22/11/2013,811.6,,,,
Education & Skills,,WGAL,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,08/11/2013,2210.31,,,,
Education & Skills,,WGAM,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,08/11/2013,1155.76,,,,
Education & Skills,,WGAN,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,08/11/2013,2646.29,,,,
Education & Skills,,WGAS,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,01/11/2013,117087.88,,,,
Education & Skills,,WGAS,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,25/11/2013,161432.21,,,,
Education & Skills,,WGAS,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,08/11/2013,921,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,2062,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,1376.07,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,3000,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,4500,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,2000,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,5500,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,3000,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,4500,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,2225,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,6150,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,763.2,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,4453.62,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,2375,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,2491,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,3000,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,3990,,,,
Education & Skills,,WHAK,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,22/11/2013,2968,,,,
Education & Skills,,WKAG,Capital Expenditure,Computer Hardware,SPECIALIST COMPUTERS CENTRES PLC,06/11/2013,4037.04,,,,
Education & Skills,,WKAP,Capital Expenditure,Computer Hardware,NEWPORT GIRLS HIGH SCHOOL ACADEMY TRUST,18/11/2013,4650,,,,
Family & Cohesion Services,Children Specialist Services,GPAA,Employees,Course Fees,UCL University College London,26/11/2013,3499.8,,,,
Family & Cohesion Services,Children Specialist Services,GPAA,Supplies & Services,Other Services,INTERACTIVE CONNECTIONS LTD,26/11/2013,300,,,,
Family & Cohesion Services,Children Specialist Services,HDAG,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,19/11/2013,575.71,,,,
Family & Cohesion Services,Children Specialist Services,HDAG,Supplies & Services,Aids & Appliances,JCM SEATING SOLUTIONS,28/11/2013,2117.62,,,,
Family & Cohesion Services,Children Specialist Services,HDAG,Supplies & Services,Aids & Appliances,Neater Solutions Ltd,06/11/2013,2040.5,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,08/11/2013,158,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,08/11/2013,529.06,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,21/11/2013,167.27,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,21/11/2013,218.77,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,21/11/2013,176.76,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,21/11/2013,149.88,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,21/11/2013,162.27,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,21/11/2013,155.04,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,21/11/2013,137.84,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,AMG NURSING & CARE SERVICES,21/11/2013,227.01,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,143.73,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,177.36,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,147.8,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,309.88,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,147.8,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,147.8,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,118.24,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,432.88,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,125.38,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,541.35,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,306.92,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,295.6,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,118.24,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,184.5,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,177.36,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,05/11/2013,147.8,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,AMG NURSING & CARE SERVICES,08/11/2013,239.81,,,,
Family & Cohesion Services,Children Specialist Services,HDAJ,Third Party Payments,Agency Services,AMG NURSING & CARE SERVICES,13/11/2013,226.88,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,22/11/2013,174.01,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,22/11/2013,138.06,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,22/11/2013,313.56,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,22/11/2013,285.08,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,22/11/2013,276.75,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,22/11/2013,191.64,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,22/11/2013,177.36,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,22/11/2013,182.12,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,22/11/2013,121.92,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,22/11/2013,246,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,22/11/2013,118.24,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,22/11/2013,140.16,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,04/11/2013,217.55,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,04/11/2013,100.58,,,,
Family & Cohesion Services,Children Specialist Services,HDAK,Transport-Related Expenditure,Travelling Expenses General,CENTRAL TAXIS LTD SHREWSBURY,25/11/2013,302.5,,,,
Family & Cohesion Services,Children Specialist Services,KNAA,Supplies & Services,Other Tuition Fees,YOUNG OPTIONS COLLEGE LTD,06/11/2013,26697.14,,,,
Family & Cohesion Services,Children Specialist Services,KNAA,Supplies & Services,Other Tuition Fees,NEW OPTIONS (3) LTD,12/11/2013,3797.29,,,,
Family & Cohesion Services,Children Specialist Services,KNAJ,Employees,Course Fees,THE UNIVERSITY OF BIRMINGHAM,25/11/2013,2945,,,,
Family & Cohesion Services,Children Specialist Services,KNAJ,Supplies & Services,PSF Expenditure,MEETING POINT TRUST LTD,27/11/2013,102.6,,,,
Family & Cohesion Services,Children Specialist Services,KNAJ,Supplies & Services,Equipment - Purchase,Microlink (Enablemart UK T/A TechReady),21/11/2013,144,,,,
Family & Cohesion Services,Children Specialist Services,KNAJ,Supplies & Services,Other Services,GL Education Group,04/11/2013,140,,,,
Family & Cohesion Services,Children Specialist Services,KNAJ,Supplies & Services,Equipment - Purchase,OTICON LIMITED,04/11/2013,-2208,,,,
Family & Cohesion Services,Children Specialist Services,KNAJ,Supplies & Services,PSF Expenditure,MEETING POINT TRUST LTD,27/11/2013,140,,,,
Family & Cohesion Services,Children Specialist Services,KNAJ,Supplies & Services,Mobile Phones,ORANGE PCS LTD,08/11/2013,119,,,,
Family & Cohesion Services,Children Specialist Services,KNAM,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,12/11/2013,156.14,,,,
Family & Cohesion Services,Children Specialist Services,KNAM,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,12/11/2013,505.14,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,22/11/2013,270,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,28/11/2013,140,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,28/11/2013,120,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,28/11/2013,140,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,28/11/2013,250,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,28/11/2013,140,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAF,Premises-Related Expenditure,Bed & Breakfast Charges,WHITEHOUSE HOTELS LTD,27/11/2013,289.58,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,VPS (UK) LTD,07/11/2013,191,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,VPS (UK) LTD,07/11/2013,168.75,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/11/2013,477.2,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/11/2013,385.5,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/11/2013,420.6,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/11/2013,420.6,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/11/2013,404,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/11/2013,443.4,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/11/2013,403.1,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/11/2013,431.1,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/11/2013,506.7,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/11/2013,420.6,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/11/2013,431.1,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/11/2013,400.3,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,13/11/2013,400,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,13/11/2013,455,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,13/11/2013,400,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/11/2013,420.6,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/11/2013,420.6,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/11/2013,431.1,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/11/2013,429.2,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),04/11/2013,861.37,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,27/11/2013,177.5,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PROKILL UK LIMITED,27/11/2013,700,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),27/11/2013,916.93,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,Gas,West Mercia Energy (WME),27/11/2013,530.7,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,07/11/2013,247.86,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,Gas,West Mercia Energy (WME),07/11/2013,362.16,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),04/11/2013,252.67,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),04/11/2013,142.75,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,Gas,West Mercia Energy (WME),04/11/2013,178.4,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAJ,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,14/11/2013,3641.34,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,07/11/2013,268.73,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,27/11/2013,180.8,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,27/11/2013,130.28,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,VPS (UK) LTD,07/11/2013,183,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,VPS (UK) LTD,07/11/2013,180.5,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,07/11/2013,159.67,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),04/11/2013,1610.98,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),04/11/2013,650.43,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,27/11/2013,125.98,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,27/11/2013,294.67,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,27/11/2013,131.5,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,Sewage Charges,SEVERN TRENT WATER LTD,27/11/2013,2256.97,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,Sewage Charges,SEVERN TRENT WATER LTD,27/11/2013,1025.87,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),27/11/2013,1993.2,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Other Grants (Expenses),STAY TELFORD XC SUPPORTED HOUSE,19/11/2013,500,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Other Grants (Expenses),Shropshire Islamic Foundation,21/11/2013,400,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Other Services,LOUDMOUTH EDUCATION & TRAINING LTD,07/11/2013,900,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Other Grants (Expenses),Hindu Cultural Resource Centre,07/11/2013,450,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Other Grants (Expenses),SHROPSHIRE & WREKIN FIRE AUTHORITY,07/11/2013,500,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Marketing & Publicity,ALLWAG PROMOTIONS LTD,08/11/2013,225,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Other Grants (Expenses),Telford Cultural & Leisure Centre,11/11/2013,400,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAF,Supplies & Services,Security Services,RAPID VISION SYSTEMS LTD,15/11/2013,3465,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAG,Third Party Payments,Other Government - Services,WEST MERCIA POLICE AUTHORITY,25/11/2013,21750,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Premises-Related Expenditure,Hire Of Rooms,LITTLE CHICKS PRE-SCHOOL,22/11/2013,220,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Supplies & Services,Registration / Licence Fees,PPL,22/11/2013,506.72,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Transport-Related Expenditure,Contract Hire - Mini Bus,NORTHGATE VEHICLE HIRE LTD,22/11/2013,463.67,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY01,Supplies & Services,Registration / Licence Fees,The Prince's Trust,07/11/2013,130.5,,,,
