Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date, Amount 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 117.70 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 209.31 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 293.53 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 284.47 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 239.42 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 185.00 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 283.24 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 243.35 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 359.70 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 104.03 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 143.31 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 190.18 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 211.92 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 394.08 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 375.26 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 119.95 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 103.80 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 133.98 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 120.52 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 225.50 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 223.27 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 141.85 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 163.38 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 148.29 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 255.18 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 234.64 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 173.80 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 178.97 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 149.95 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 534.85 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 108.84 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 226.89 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 306.35 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 108.50 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 117.24 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 169.20 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 248.33 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 172.83 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 121.58 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 123.07 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 123.39 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 447.17 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 211.91 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 573.35 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 102.56 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 178.54 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 258.23 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 145.90 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 125.97 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 252.77 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 175.48 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 264.88 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 181.85 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 143.79 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 307.10 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 302.18 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 245.04 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 168.65 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 204.21 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 277.20 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 102.76 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 123.70 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 143.22 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 154.15 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 153.71 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 104.13 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 247.83 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 103.83 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 110.82 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 264.83 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 242.80 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 115.97 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 124.27 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 145.87 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 101.56 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 185.37 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 212.79 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 288.53 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 237.83 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 156.33 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 111.12 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 213.24 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 126.54 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 125.63 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 110.81 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,18/01/2018, 216.50 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 113.19 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 198.42 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 211.55 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 166.88 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 202.04 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 163.28 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 113.51 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 213.96 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 125.55 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 205.48 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 121.40 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 129.91 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 101.47 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 237.96 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 209.95 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 127.99 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 124.34 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 125.00 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 105.71 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 190.99 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 180.12 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 120.16 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 185.35 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 330.83 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 218.65 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 386.99 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 165.79 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 352.97 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 193.35 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 291.87 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 252.90 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 177.26 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 196.15 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 179.62 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 218.66 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 213.98 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 113.74 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 112.69 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 103.17 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 403.59 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 226.06 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 248.54 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 254.63 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 321.21 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 493.52 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 119.60 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 158.91 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 130.99 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 196.85 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 179.58 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 189.84 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 131.81 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 256.11 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 209.90 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 506.10 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 141.27 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 202.94 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 167.38 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 162.76 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 424.38 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 305.11 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 206.28 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 199.08 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 254.63 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 103.25 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 309.28 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 125.20 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 182.26 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 126.72 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 321.76 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 180.19 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 210.95 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 334.80 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 319.11 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 157.58 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 592.87 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 322.75 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 243.07 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 180.85 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 180.52 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 108.00 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 101.18 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 121.90 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 215.69 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 160.12 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 143.86 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 153.68 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 327.78 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 380.86 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 118.55 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 328.07 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 168.87 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 123.85 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 673.72 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 182.32 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 176.24 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 106.66 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 218.64 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 144.37 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 116.07 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 191.03 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 116.49 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 163.42 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,30/01/2018, 225.50 
Commercial Services,Sport & Leisure,Supplies & Services,Crockery/Hardware/Light Equip,Reacted Personal Information,30/01/2018, 158.36 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,12/01/2018, 171.54 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,15/01/2018, 144.12 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,15/01/2018, 322.94 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,15/01/2018, 144.88 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,15/01/2018, 184.56 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,15/01/2018, 385.70 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,15/01/2018, 328.65 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,15/01/2018, 284.36 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,15/01/2018, 255.94 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,23/01/2018, 152.85 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Reacted Personal Information,23/01/2018, 130.92 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,08/01/2018, 118.00 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,23/01/2018, 118.81 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,PASTA KING (UK) LIMITED,23/01/2018, 240.00 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,On A Roll,23/01/2018, 290.69 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,On A Roll,23/01/2018, 109.47 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,On A Roll,23/01/2018, 147.75 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,On A Roll,23/01/2018, 221.80 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,23/01/2018, 169.31 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,23/01/2018, 213.90 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,23/01/2018, 187.96 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,23/01/2018, 116.60 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,23/01/2018, 256.70 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,23/01/2018, 420.88 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,23/01/2018, 203.35 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,23/01/2018, 212.94 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,SDT ELECTRICAL LTD,24/01/2018, 169.31 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 197.67 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 130.32 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 561.44 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 758.94 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 520.85 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,SDT ELECTRICAL LTD,24/01/2018,-169.31 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 152.91 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 158.44 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 421.13 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 202.52 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 136.29 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 613.84 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 158.18 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 350.22 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 298.59 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 540.86 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,18/01/2018, 309.00 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,08/01/2018, 141.67 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,TROPICAL ICE,08/01/2018, 325.00 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,TROPICAL ICE,08/01/2018, 260.00 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,08/01/2018, 178.70 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,PASTA KING (UK) LIMITED,08/01/2018, 180.00 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,08/01/2018, 238.44 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,PASTA KING (UK) LIMITED,17/01/2018, 150.00 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,PASTA KING (UK) LIMITED,17/01/2018, 240.00 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,17/01/2018, 446.18 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,On A Roll,17/01/2018, 169.79 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,On A Roll,17/01/2018, 141.50 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Handmade Speciality Products Ltd,17/01/2018, 250.78 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 138.23 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 161.02 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 255.82 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 422.55 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 263.35 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 636.96 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 539.70 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 122.93 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 415.52 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 739.69 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 124.52 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 349.16 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 821.63 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 454.26 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,22/01/2018, 114.60 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,TROPICAL ICE,18/01/2018, 370.00 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,TROPICAL ICE,18/01/2018, 490.30 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,18/01/2018, 270.80 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,18/01/2018, 150.52 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,18/01/2018, 296.34 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,On A Roll,02/01/2018, 329.46 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,On A Roll,02/01/2018, 109.47 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,On A Roll,02/01/2018, 148.52 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,On A Roll,02/01/2018, 283.00 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,THEOS FOOD SERVICE LTD,25/01/2018, 402.65 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,PASTA KING (UK) LIMITED,25/01/2018, 180.00 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 136.60 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 411.40 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 321.53 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 113.97 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 356.70 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 252.39 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 705.92 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 487.01 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 784.61 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 190.14 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 332.65 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 144.25 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 251.04 
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,29/01/2018, 165.60 
