Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
"Development, Business & Housing",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,WELLINGTON INSULATION CO. LTD,21/10/2013,650,
"Development, Business & Housing",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,WREKIN SERVICES LTD,24/10/2013,9234.44,
"Development, Business & Housing",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,01/10/2013,495,
"Development, Business & Housing",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,01/10/2013,412.5,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,10/10/2013,3975,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,10/10/2013,2650,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,JORDAN LEWIS ASSOCIATES LTD,16/10/2013,566.67,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,PRYCE (BUILDERS) LTD,01/10/2013,1078.75,
"Development, Business & Housing",Property & Design,WPJF,Capital Expenditure,Payments to Contractor,JCE & SONS LTD,24/10/2013,2317.08,
"Development, Business & Housing",Property & Design,WPJF,Capital Expenditure,Payments to Contractor,JCE & SONS LTD,24/10/2013,5406.52,
"Development, Business & Housing",Property & Design,WPLA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,21/10/2013,245,
"Development, Business & Housing",Property & Design,WPLL,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,10/10/2013,1985,
"Development, Business & Housing",Property & Design,WPLL,Capital Expenditure,Payments to Contractor,TELFORD BUILDING CONTRACTORS,10/10/2013,9429.21,
"Development, Business & Housing",Property & Design,WPLL,Capital Expenditure,Payments to Contractor,TELFORD BUILDING CONTRACTORS,24/10/2013,713,
"Development, Business & Housing",Property & Design,WPLL,Capital Expenditure,Payments to Contractor,TELFORD BUILDING CONTRACTORS,04/10/2013,22356.37,
"Development, Business & Housing",Property & Design,WPLL,Capital Expenditure,Payments to Contractor,Rio Asphalt & Paving Co Ltd,16/10/2013,14809,
"Development, Business & Housing",Property & Design,WPLM,Capital Expenditure,Payments to Contractor,URS/Scott Wilson Ltd,10/10/2013,3794.51,
"Development, Business & Housing",Property & Design,WPMD,Capital Expenditure,Payments to Contractor,GRA-BERN,04/10/2013,9789.31,
"Development, Business & Housing",Property & Design,WPMU,Capital Expenditure,Payments to Contractor,EUROPEAN ELECTRONIQUE LTD,18/10/2013,2467.5,
"Development, Business & Housing",Property & Design,WPMU,Capital Expenditure,Payments to Contractor,J Harper & Sons (Leominster) Ltd,02/10/2013,26384.87,
"Development, Business & Housing",Property & Design,WPND,Capital Expenditure,Payments to Contractor,THOMAS CONSULTING,21/10/2013,-670.83,
"Development, Business & Housing",Property & Design,WPND,Capital Expenditure,Payments to Contractor,PAVE AWAYS LTD,18/10/2013,39688.49,
"Development, Business & Housing",Property & Design,WPND,Capital Expenditure,Payments to Contractor,SYNETRIX LTD,24/10/2013,189,
"Development, Business & Housing",Property & Design,WPND,Capital Expenditure,Payments to Contractor,SYNETRIX LTD,24/10/2013,2331,
"Development, Business & Housing",Property & Design,WPND,Capital Expenditure,Payments to Contractor,SYNETRIX LTD,24/10/2013,340,
"Development, Business & Housing",Property & Design,WPND,Capital Expenditure,Payments to Contractor,SYNETRIX LTD,24/10/2013,105,
"Development, Business & Housing",Property & Design,WPND,Capital Expenditure,Payments to Contractor,THOMAS CONSULTING,16/10/2013,670.83,
"Development, Business & Housing",Property & Design,WPND,Capital Expenditure,Payments to Contractor,JORDAN LEWIS ASSOCIATES LTD,16/10/2013,2591.23,
"Development, Business & Housing",Property & Design,WPNE,Capital Expenditure,Payments to Contractor,SOVEREIGN PLANNED SERVICES LIMITED,10/10/2013,1514.14,
"Development, Business & Housing",Property & Design,WPQU,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,10/10/2013,3046.35,
"Development, Business & Housing",Property & Design,WPQU,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,10/10/2013,4571,
"Development, Business & Housing",Property & Design,WPQU,Capital Expenditure,Payments to Contractor,ERIC NEVILLE CATERING SUPPLIES LTD,16/10/2013,3390,
"Development, Business & Housing",Property & Design,WPRH,Capital Expenditure,Payments to Contractor,Agripower Limited,22/10/2013,13865.02,
"Development, Business & Housing",Property & Design,WPRH,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,01/10/2013,9350.8,
"Development, Business & Housing",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,24/10/2013,495,
"Development, Business & Housing",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,24/10/2013,495,
"Development, Business & Housing",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,24/10/2013,495,
"Development, Business & Housing",Property & Design,WPTI,Capital Expenditure,Payments to Contractor,NATIONWIDE RETAIL SYSTEMS LTD,10/10/2013,107,
"Development, Business & Housing",Property & Design,WPTI,Capital Expenditure,Payments to Contractor,JONES & HAMPTON LTD,10/10/2013,14445.8,
"Development, Business & Housing",Property & Design,WPTI,Capital Expenditure,Payments to Contractor,Russell Trew Ltd,24/10/2013,2486.75,
"Development, Business & Housing",Property & Design,WPWR,Capital Expenditure,Payments to Contractor,PRYCE (BUILDERS) LTD,02/10/2013,34672,
"Development, Business & Housing",Property & Design,WPWR,Capital Expenditure,Payments to Contractor,PRYCE (BUILDERS) LTD,02/10/2013,25986,
"Development, Business & Housing",Property & Design,WPWW,Capital Expenditure,Payments to Contractor,TSS Telford Site Services Ltd,11/10/2013,-11913.18,
"Development, Business & Housing",Property & Design,WPWW,Capital Expenditure,Payments to Contractor,TSS Telford Site Services Ltd,10/10/2013,11913.18,
"Development, Business & Housing",Property & Design,WPWW,Capital Expenditure,Payments to Contractor,TSS Telford Site Services Ltd,16/10/2013,17233.73,
"Development, Business & Housing",Property Investment,WCAJ,Capital Expenditure,Other Capital Expenditure,N M Signs Limited,18/10/2013,1290,
"Development, Business & Housing",Property Investment,WCAJ,Capital Expenditure,Other Capital Expenditure,N M Signs Limited,18/10/2013,2730,
"Development, Business & Housing",Property Investment,WCJB,Capital Expenditure,Payments to Contractor,STAFFORD TREE SERVICES,01/10/2013,1775,
"Development, Business & Housing",Property Investment,WCJB,Capital Expenditure,Payments to Contractor,JACOBS UK LIMITED,01/10/2013,3104,
"Development, Business & Housing",Property Investment,WCJB,Capital Expenditure,Payments to Contractor,360 SKYLENS LIMITED,15/10/2013,400,
"Development, Business & Housing",Property Investment,WCJB,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,07/10/2013,4274.98,
"Development, Business & Housing",Property Investment,WCSP,Capital Expenditure,Payments to Contractor,VPS (UK) LTD,16/10/2013,200,
"Development, Business & Housing",Property Investment,WCSP,Capital Expenditure,Site Investigation,ESI LTD,09/10/2013,695,
"Development, Business & Housing",Property Investment,WCSP,Capital Expenditure,Fixtures & Fittings & Equipment,SECURITY WISE LTD,17/10/2013,401,
"Development, Business & Housing",Property Investment,WCSP,Capital Expenditure,Site Investigation,GROUND INVESTIGATION & PILING LTD,17/10/2013,260,
"Development, Business & Housing",Property Investment,WCSP,Capital Expenditure,External Professional Fees,CARTER JONAS,15/10/2013,1300,
"Development, Business & Housing",Property Investment,WCSP,Capital Expenditure,External Professional Fees,Design Forum,01/10/2013,1500,
"Development, Business & Housing",Property Investment,WGNE,Capital Expenditure,External Professional Fees,RODGERS LEASK ENVIRONMENTAL LTD,17/10/2013,8331.5,
"Development, Business & Housing",Property Investment,WGNE,Capital Expenditure,Payments to Contractor,RODGERS LEASK ENVIRONMENTAL LTD,15/10/2013,3110,
"Development, Business & Housing",Regeneration & Investment,CEAC,Premises-Related Expenditure,R&M -Building Other,COFELY LIMITED,03/10/2013,1883.86,
"Development, Business & Housing",Regeneration & Investment,CEAC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),02/10/2013,920.99,
"Development, Business & Housing",Regeneration & Investment,CEAC,Premises-Related Expenditure,Grounds Maintenance - L&CS,MAINSTAY PAYMENTS LTD,03/10/2013,107.58,
"Development, Business & Housing",Regeneration & Investment,CEAC,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,29/10/2013,171.85,
"Development, Business & Housing",Regeneration & Investment,CEAC,Premises-Related Expenditure,Electricity,G LEDDINGTON (ELECTRICAL) LTD,29/10/2013,676.25,
"Development, Business & Housing",Regeneration & Investment,CEAC,Premises-Related Expenditure,Gas,TOTAL GAS & POWER LIMITED,29/10/2013,759.45,
"Development, Business & Housing",Regeneration & Investment,CEAC,Premises-Related Expenditure,Building Cleaning DSO,VEOLIA ES (UK) LTD,29/10/2013,194.47,
"Development, Business & Housing",Regeneration & Investment,CEAC,Premises-Related Expenditure,Building Cleaning DSO,INITIAL WASHROOM SOLUTIONS,29/10/2013,1136.97,
"Development, Business & Housing",Regeneration & Investment,CEAC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),29/10/2013,226.89,
"Development, Business & Housing",Regeneration & Investment,CEAC,Premises-Related Expenditure,Grounds Maintenance - L&CS,MAINSTAY PAYMENTS LTD,29/10/2013,3860.14,
"Development, Business & Housing",Regeneration & Investment,CEAC,Premises-Related Expenditure,Grounds Maintenance - L&CS,VEOLIA ES (UK) LTD,02/10/2013,189.07,
"Development, Business & Housing",Regeneration & Investment,CEAC,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,03/10/2013,2235.42,
"Development, Business & Housing",Regeneration & Investment,CEAC,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,29/10/2013,2235.42,
"Development, Business & Housing",Regeneration & Investment,CEAC,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,29/10/2013,310.08,
"Development, Business & Housing",Regeneration & Investment,CEAD,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),29/10/2013,2036.46,
"Development, Business & Housing",Regeneration & Investment,CEAD,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),02/10/2013,1282.56,
"Development, Business & Housing",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,ASLES (TOOL HIRE & SALES) LTD,29/10/2013,360,
"Development, Business & Housing",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,03/10/2013,183.8,
"Development, Business & Housing",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHIRES FIRE AND SAFETY LTD,03/10/2013,604.05,
"Development, Business & Housing",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,RCS ROOFING CONSTRUCTION SERVICES LTD,29/10/2013,890.23,
"Development, Business & Housing",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,RCS ROOFING CONSTRUCTION SERVICES LTD,29/10/2013,1441.23,
"Development, Business & Housing",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,03/10/2013,319.46,
"Development, Business & Housing",Regeneration & Investment,CEAE,Premises-Related Expenditure,Fire Alarms & Emergency Light,SHIRES FIRE AND SAFETY LTD,15/10/2013,105,
"Development, Business & Housing",Regeneration & Investment,CEAE,Supplies & Services,Telephones,MIDLAND TML,02/10/2013,491.41,
"Development, Business & Housing",Regeneration & Investment,CEAE,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,08/10/2013,1865.43,
"Development, Business & Housing",Regeneration & Investment,CEAE,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,07/10/2013,273.3,
"Development, Business & Housing",Regeneration & Investment,CEAE,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,14/10/2013,105,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Dilapidations,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,10/10/2013,950,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Dilapidations,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,10/10/2013,1874,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Dilapidations,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,10/10/2013,950,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Dilapidations,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,10/10/2013,3000,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Dilapidations,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,10/10/2013,900,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Dilapidations,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,10/10/2013,3000,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PRYCE (BUILDERS) LTD,07/10/2013,1049.5,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,07/10/2013,5767.24,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,29/10/2013,969,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,29/10/2013,646,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRA-BERN,01/10/2013,428.4,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,03/10/2013,574.27,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,BRITISH GAS SERVICES (COMMERCIAL) LTD,14/10/2013,1830.83,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,RCS ROOFING CONSTRUCTION SERVICES LTD,07/10/2013,2500,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,29/10/2013,466.51,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,RCS ROOFING CONSTRUCTION SERVICES LTD,08/10/2013,479.61,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,RCS ROOFING CONSTRUCTION SERVICES LTD,29/10/2013,3994,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,OPUS ENERGY LTD (electricity),22/10/2013,319.51,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Building Cleaning DSO,BUSY BEE CLEANING,22/10/2013,233.75,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,E.ON,17/10/2013,150.47,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,FINNIGAN & HARPER LIMITED,15/10/2013,795,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,GRA-BERN,18/10/2013,646,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,RCS ROOFING CONSTRUCTION SERVICES LTD,03/10/2013,2729,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,15/10/2013,197.92,
"Development, Business & Housing",Regeneration & Investment,CEAH,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE (UK) LIMITED,02/10/2013,10075,
"Development, Business & Housing",Regeneration & Investment,CEAH,Supplies & Services,Advertising,COSTAR UK,18/10/2013,2460,
"Development, Business & Housing",Regeneration & Investment,CEAH,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE (UK) LIMITED,01/10/2013,5668.87,
"Development, Business & Housing",Regeneration & Investment,CEAH,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE (UK) LIMITED,02/10/2013,22021.16,
"Development, Business & Housing",Regeneration & Investment,CEAH,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE (UK) LIMITED,02/10/2013,1500,
"Development, Business & Housing",Regeneration & Investment,CEAJ,Third Party Payments,Voluntary Bodies,SEVERN GORGE COUNTRYSIDE TRUST,14/10/2013,56797.96,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,21/10/2013,113.52,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,BUSY BEE CLEANING,07/10/2013,150,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Building Cleaning DSO,BUSY BEE CLEANING,07/10/2013,166,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Building Cleaning DSO,BUSY BEE CLEANING,07/10/2013,168,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,SCOTTISH & SOUTHERN ENERGY,07/10/2013,168.66,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Building Cleaning DSO,BUSY BEE CLEANING,24/10/2013,170,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,PROKILL UK LIMITED,01/10/2013,120,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,ADT FIRE & SECURITY PLC,01/10/2013,491.08,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/10/2013,105.6,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/10/2013,116.39,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/10/2013,271.03,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/10/2013,257.8,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/10/2013,216.16,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,CONTRACT FIRE SECURITY,14/10/2013,297.52,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,R M F LANDSCAPING LTD,16/10/2013,258.6,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS (ELECTRICITY),22/10/2013,399.08,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,A & P PLANT HIRE,02/10/2013,1175,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,BUSY BEE CLEANING,24/10/2013,150,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,FCC RECYCLING (UK) LIMITED,08/10/2013,256.23,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,08/10/2013,164,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,CONTRACT FIRE SECURITY,01/10/2013,297.52,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,01/10/2013,479.98,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/10/2013,101.55,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,25/10/2013,129.6,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Building Cleaning DSO,VEOLIA ES (UK) LTD,25/10/2013,126.66,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Building Cleaning DSO,BUSY BEE CLEANING,04/10/2013,212.45,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,E.ON,04/10/2013,257.1,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,03/10/2013,182.19,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,03/10/2013,162.8,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,BUSY BEE CLEANING,24/10/2013,331.5,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Building Cleaning DSO,BUSY BEE CLEANING,24/10/2013,166,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,31/10/2013,135.7,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,E.ON,31/10/2013,429.56,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Building Cleaning DSO,FCC RECYCLING (UK) LIMITED,31/10/2013,-130.95,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,NPOWER LIMITED,31/10/2013,1812.33,
"Development, Business & Housing",Regeneration & Investment,CEAN,Supplies & Services,Security Services,LOCKLEY SECURITY,31/10/2013,112,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,10/10/2013,561721.38,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,10/10/2013,86253.97,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,10/10/2013,359926.12,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Marketing / Advertising,360 SKYLENS LIMITED,17/10/2013,225,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,17/10/2013,331.88,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,POWER ON CONNECTIONS LTD,14/10/2013,20775.25,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,POWER ON CONNECTIONS LTD,14/10/2013,-62325.75,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,POWER ON CONNECTIONS LTD,14/10/2013,62325.75,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,POWER ON CONNECTIONS LTD,14/10/2013,41550.5,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,TELFORD SHOPPING CENTRE UNIT TRUST,14/10/2013,247.83,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Other Capital Expenditure,MEETING POINT TRUST LTD,14/10/2013,2014.9,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,Contracts & Procurement Advice Limited,16/10/2013,800,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,Contracts & Procurement Advice Limited,16/10/2013,260,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,MACE LTD,14/10/2013,11468.23,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,MACE LTD,14/10/2013,4275.75,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,Contracts & Procurement Advice Limited,14/10/2013,260,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,Contracts & Procurement Advice Limited,14/10/2013,140,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,18/10/2013,5097.46,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,MACE LTD,14/10/2013,3499.65,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,Geldards LLP,02/10/2013,822,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,02/10/2013,380,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,02/10/2013,125.75,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,02/10/2013,1311.21,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Stephenson Harwood LLP,04/10/2013,500,
"Development, Business & Housing",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,MACE LTD,14/10/2013,18301.2,
Education & Skills,"Achievement, Standards & Alternative Provision",GMAB,Supplies & Services,Translation Services,Inspire & Bless,07/10/2013,220,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAD,Employees,Course Fees,SHROPSHIRE COUNCIL,14/10/2013,135,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAD,Premises-Related Expenditure,Hire Of Rooms,AFC TELFORD UNITED,14/10/2013,160,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAD,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,02/10/2013,143.92,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAD,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,02/10/2013,402.92,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAD,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,14/10/2013,115.08,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAD,Supplies & Services,Stationery,ISUB (EDUCATION) LTD,14/10/2013,133.47,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAD,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,10/10/2013,4021.57,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAD,Transport-Related Expenditure,Transport Contractors,DIAMOND CARS (TELFORD) LTD,14/10/2013,120,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,HAYS SPECIALIST RECRUITMENT,10/10/2013,342,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,10/10/2013,354.36,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,10/10/2013,472.48,
Education & Skills,"Achievement, Standards & Alternative Provision",KSAF,Supplies & Services,Other Services,PP ELECTRICAL SERVICES (Shropshire) Ltd,24/10/2013,1378,
