Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES,05/02/2013,269.54,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES,05/02/2013,368.07,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES,05/02/2013,140.34,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,RCS ROOFING CONSTRUCTION SERVICES LTD,05/02/2013,151.80,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES,05/02/2013,302.38,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,05/02/2013,377.20,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES,05/02/2013,435.00,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,B W BLINDS,05/02/2013,625.94,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,G & S SMIRTHWAITE LTD,05/02/2013,259.00,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,05/02/2013,409.75,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,05/02/2013,140.00,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,KOHLER MIRA LIMITED,05/02/2013,294.15,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,KOHLER MIRA LIMITED,05/02/2013,234.25,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,KOHLER MIRA LIMITED,05/02/2013,502.10,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES,05/02/2013,"1,301.94",
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,05/02/2013,160.88,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,KOHLER MIRA LIMITED,05/02/2013,101.80,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,KOHLER MIRA LIMITED,05/02/2013,171.25,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,05/02/2013,155.50,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,KOHLER MIRA LIMITED,05/02/2013,203.60,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,KOHLER MIRA LIMITED,05/02/2013,992.55,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,KOHLER MIRA LIMITED,05/02/2013,152.70,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,05/02/2013,379.25,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,14/02/2013,"3,990.00",
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,14/02/2013,135.85,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,05/02/2013,135.00,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing (Shropshire) Limited,05/02/2013,160.00,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,RCS ROOFING CONSTRUCTION SERVICES LTD,05/02/2013,"1,472.00",
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,05/02/2013,115.00,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,05/02/2013,177.00,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,KOHLER MIRA LIMITED,05/02/2013,509.00,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,19/02/2013,579.00,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,Service Contracts,WATERCLEAN SERVICES LTD,19/02/2013,750.00,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,19/02/2013,457.59,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,Service Contracts,TREBLE PUMPING SERVICES LTD,19/02/2013,147.38,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,HORIZON SOFT DRINKS LTD,06/02/2013,112.77,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,TREBLE PUMPING SERVICES LTD,12/02/2013,106.50,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADRIAN MARSH LIMITED,15/02/2013,550.00,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADRIAN MARSH LIMITED,15/02/2013,-500.00,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADRIAN MARSH LIMITED,15/02/2013,550.00,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,PHS GROUP LTD,25/02/2013,"2,979.00",
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/02/2013,333.09,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/02/2013,180.21,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/02/2013,"1,121.84",
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/02/2013,"1,263.79",
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/02/2013,126.57,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/02/2013,536.39,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/02/2013,400.17,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/02/2013,375.17,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/02/2013,-130.91,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/02/2013,207.30,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/02/2013,395.45,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/02/2013,380.36,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/02/2013,277.09,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Gas,West Mercia Energy (WME),18/02/2013,"3,530.14",
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Sewage Charges,SEVERN TRENT WATER LTD,25/02/2013,"2,215.46",
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,ERIC NEVILLE CATERING SUPPLIES LTD,19/02/2013,102.86,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,ERIC NEVILLE CATERING SUPPLIES LTD,19/02/2013,120.00,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,ERIC NEVILLE CATERING SUPPLIES LTD,19/02/2013,410.00,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,ERIC NEVILLE CATERING SUPPLIES LTD,19/02/2013,216.55,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,19/02/2013,244.91,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,EDRYD JENKINS (ELECTRICAL) LTD,19/02/2013,156.56,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,EDRYD JENKINS (ELECTRICAL) LTD,19/02/2013,126.50,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,19/02/2013,116.47,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,GRA-BERN,15/02/2013,436.00,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,GRA-BERN,15/02/2013,125.77,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,ERIC NEVILLE CATERING SUPPLIES LTD,15/02/2013,129.00,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,05/02/2013,636.00,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,GRA-BERN,12/02/2013,213.36,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,GRA-BERN,12/02/2013,110.00,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,PP ELECTRICAL SERVICES,15/02/2013,100.63,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,HERRON CLEANING SERVICES,06/02/2013,203.84,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,HERRON CLEANING SERVICES,06/02/2013,247.52,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,HERRON CLEANING SERVICES,06/02/2013,193.44,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,HERRON CLEANING SERVICES,06/02/2013,203.84,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,GRA-BERN,12/02/2013,129.29,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,GRA-BERN,12/02/2013,135.98,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,PROKILL UK LIMITED,19/02/2013,150.00,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,GRA-BERN,12/02/2013,146.43,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,R&M Fixed Plant Other,GRA-BERN,05/02/2013,271.56,
"Development, Business & Housing",Property & Design,COAG,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,12/02/2013,180.00,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CONCEPT ELEVATORS (MIDLANDS) LIMITED,05/02/2013,218.80,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,05/02/2013,695.97,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES,05/02/2013,"4,964.79",
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,RCS ROOFING CONSTRUCTION SERVICES LTD,25/02/2013,108.40,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADRIAN MARSH LIMITED,15/02/2013,-500.00,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADRIAN MARSH LIMITED,15/02/2013,-500.00,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADRIAN MARSH LIMITED,15/02/2013,550.00,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,25/02/2013,280.00,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,Preventative Maintenance,SHROPSHIRE HEATING SERVICES LTD,13/02/2013,"1,562.50",
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,Service Contracts,AVT COMMUNICATION SYSTEMS LTD,25/02/2013,337.61,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,Service Contracts,BUSINESS WATCH GUARDING LIMITED,19/02/2013,"1,174.53",
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,Service Contracts,PP ELECTRICAL SERVICES,19/02/2013,322.00,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,R&M - Pavillions,KOHLER MIRA LIMITED,11/02/2013,499.81,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,R&M -Building Other,CONCEPT ELEVATORS (MIDLANDS) LIMITED,18/02/2013,105.00,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),06/02/2013,137.67,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),06/02/2013,144.89,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),06/02/2013,191.87,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),06/02/2013,126.24,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),06/02/2013,121.71,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),18/02/2013,600.67,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,Gas,West Mercia Energy (WME),18/02/2013,690.68,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,Gas,West Mercia Energy (WME),18/02/2013,415.91,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,Gas,West Mercia Energy (WME),18/02/2013,124.93,
"Development, Business & Housing",Property & Design,COAH,Premises-Related Expenditure,Gas,West Mercia Energy (WME),18/02/2013,"1,029.43",
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Dilapidations,AVT COMMUNICATION SYSTEMS LTD,18/02/2013,185.43,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,18/02/2013,464.06,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,25/02/2013,974.66,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JACK MOODY LTD,18/02/2013,554.13,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SEVERN TRENT WATER LTD,18/02/2013,"3,894.56",
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES,25/02/2013,193.18,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,13/02/2013,811.20,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,AQUA LEISURE LIMITED,13/02/2013,995.24,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,18/02/2013,293.08,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PHS GROUP LTD,11/02/2013,161.72,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,25/02/2013,635.00,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES,25/02/2013,315.10,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,25/02/2013,131.62,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,25/02/2013,102.68,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,25/02/2013,132.33,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,25/02/2013,342.60,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,BRITISH GAS BUSINESS,25/02/2013,455.26,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,BRITISH GAS BUSINESS,25/02/2013,600.84,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,CONCEPT ELEVATORS (MIDLANDS) LIMITED,25/02/2013,473.77,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,15/02/2013,100.38,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,KOHLER MIRA LIMITED,05/02/2013,782.05,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,KOHLER MIRA LIMITED,05/02/2013,298.30,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,KOHLER MIRA LIMITED,05/02/2013,138.26,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,05/02/2013,117.18,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,COOPER & WILLIAMS LTD,19/02/2013,190.50,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,25/02/2013,128.99,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PRINCIPAL HYGIENE SYSTEMS,19/02/2013,564.89,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,25/02/2013,134.10,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,25/02/2013,206.94,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,25/02/2013,120.70,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,25/02/2013,170.48,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PRYCE (BUILDERS) LTD,25/02/2013,193.60,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,25/02/2013,251.68,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,FCC RECYCLING (UK) LIMITED,25/02/2013,349.20,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,25/02/2013,649.10,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,Lift Source (UK) Limited,25/02/2013,"1,800.00",
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,AVT COMMUNICATION SYSTEMS LTD,18/02/2013,107.61,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,AVT COMMUNICATION SYSTEMS LTD,18/02/2013,122.86,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,05/02/2013,533.79,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,05/02/2013,275.15,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,05/02/2013,101.80,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,05/02/2013,339.70,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,HERRON CLEANING SERVICES,06/02/2013,200.00,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,AVT COMMUNICATION SYSTEMS LTD,19/02/2013,107.61,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,JONES & HAMPTON LTD,19/02/2013,761.60,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,19/02/2013,388.87,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,19/02/2013,876.82,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,19/02/2013,432.15,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,19/02/2013,210.04,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,19/02/2013,208.00,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,19/02/2013,126.68,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,G LEDDINGTON (ELECTRICAL) LTD,25/02/2013,138.82,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M - Pavillions,West Mercia Energy (WME),05/02/2013,"1,598.55",
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -SCC Planned,KOHLER MIRA LIMITED,05/02/2013,159.93,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,PROKILL UK LIMITED,05/02/2013,108.94,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,SHROPSHIRE HEATING SERVICES LTD,06/02/2013,137.50,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,PRYCE (BUILDERS) LTD,13/02/2013,110.00,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,SKI SLOPE SERVICES LTD,13/02/2013,769.28,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,JONES & HAMPTON LTD,13/02/2013,223.87,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,RCS ROOFING CONSTRUCTION SERVICES LTD,11/02/2013,265.35,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,KOHLER MIRA LIMITED,05/02/2013,928.46,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,JONES & HAMPTON LTD,05/02/2013,136.64,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,J.A.K. WATER SYSTEMS LTD,05/02/2013,494.00,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,AQUA LEISURE LIMITED,05/02/2013,"1,187.50",
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,JCE & SONS LTD,13/02/2013,-172.90,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,JCE & SONS LTD,15/02/2013,"-1,160.60",
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,SHROPSHIRE HEATING SERVICES LTD,15/02/2013,905.66,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,ADT FIRE & SECURITY PLC,13/02/2013,238.00,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,KOHLER MIRA LIMITED,05/02/2013,166.90,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,CHRIS BREEZE LTD,05/02/2013,169.64,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,JONES & HAMPTON LTD,19/02/2013,247.13,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,MOTT MACDONALD LIMITED,19/02/2013,"1,000.00",
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,JONES & HAMPTON LTD,13/02/2013,160.08,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,AQUA LEISURE LIMITED,13/02/2013,690.00,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,DALAIR LIMITED,27/02/2013,"1,318.00",
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,DALAIR LIMITED,27/02/2013,"2,317.00",
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M WC Planned,KOHLER MIRA LIMITED,05/02/2013,139.42,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M Buy Back Premium,SHROPSHIRE HEATING SERVICES LTD,13/02/2013,675.00,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M Buy Back Premium,GRA-BERN,11/02/2013,184.60,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M Buy Back Premium,CONCEPT ELEVATORS (MIDLANDS) LIMITED,18/02/2013,"2,066.24",
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M Buy Back Premium,JONES & HAMPTON LTD,13/02/2013,342.22,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Building Other,PROKILL UK LIMITED,05/02/2013,150.00,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Building Other,GRA-BERN,13/02/2013,499.44,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,13/02/2013,149.73,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Building Other,CONCEPT ELEVATORS (MIDLANDS) LIMITED,18/02/2013,"1,219.72",
