Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,08/07/2014,217.49
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,30/07/2014,107.5
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,08/07/2014,294.06
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,03/07/2014,1344.84
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,14/07/2014,125.19
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,10/07/2014,100.14
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,10/07/2014,612.81
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,10/07/2014,1329.55
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,10/07/2014,131.25
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,10/07/2014,220.8
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,10/07/2014,334.36
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,10/07/2014,114.61
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,10/07/2014,970.15
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,30/07/2014,262.5
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,30/07/2014,124.55
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,30/07/2014,298.58
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,George Birchall Limited,23/07/2014,830.92
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRA-BERN,30/07/2014,157.21
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,HUWS GRAY LTD,03/07/2014,163.33
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Grounds Maintenance - Other,HUWS GRAY LTD,25/07/2014,101.4
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,29/07/2014,130
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,J.A.K. WATER SYSTEMS LTD,17/07/2014,215
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,J.A.K. WATER SYSTEMS LTD,03/07/2014,137.5
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,J.A.K. WATER SYSTEMS LTD,29/07/2014,219.17
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,J.A.K. WATER SYSTEMS LTD,29/07/2014,219.17
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,J.A.K. WATER SYSTEMS LTD,29/07/2014,219.17
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,J.A.K. WATER SYSTEMS LTD,29/07/2014,219.17
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,J.A.K. WATER SYSTEMS LTD,30/07/2014,165
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,J.A.K. WATER SYSTEMS LTD,30/07/2014,3245.5
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,J.A.K. WATER SYSTEMS LTD,30/07/2014,568.3
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,J.A.K. WATER SYSTEMS LTD,17/07/2014,333
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,J.A.K. WATER SYSTEMS LTD,17/07/2014,215
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,J.A.K. WATER SYSTEMS LTD,17/07/2014,333
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,23/07/2014,106
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,23/07/2014,292
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,08/07/2014,223.21
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,08/07/2014,132.61
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,08/07/2014,363.14
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,08/07/2014,326.52
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,08/07/2014,293.49
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,09/07/2014,513.65
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,09/07/2014,102
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,08/07/2014,165.57
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,23/07/2014,170.5
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JGS Electrical Solutions Ltd.,03/07/2014,183.5
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,02/07/2014,183.76
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,02/07/2014,239.59
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,02/07/2014,305.3
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,02/07/2014,1109.58
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,02/07/2014,106.5
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,03/07/2014,164.3
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,14/07/2014,275.18
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,17/07/2014,680
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,08/07/2014,224.56
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,22/07/2014,1561
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,22/07/2014,185.4
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,22/07/2014,269.53
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,23/07/2014,244.56
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,23/07/2014,104.99
"Development, Business & Employment",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,17/07/2014,255
"Development, Business & Employment",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,22/07/2014,255
"Development, Business & Employment",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,22/07/2014,255
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,Lift Source (UK) Limited,17/07/2014,150
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,Lift Source (UK) Limited,30/07/2014,150
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,Lift Source (UK) Limited,17/07/2014,150
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,Lift Source (UK) Limited,22/07/2014,715
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,Lift Source (UK) Limited,22/07/2014,313.95
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,Lift Source (UK) Limited,23/07/2014,200
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,Lift Source (UK) Limited,23/07/2014,297.35
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Hire Of Rooms,MARSTON'S PUBS LIMITED,09/07/2014,2225
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,MIDLANDS WOOD FUEL SUPPLY LTD,17/07/2014,2080
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,Oakley Maintenance,03/07/2014,137
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Contract Cleaning,OCEAN CONTRACT CLEANING LTD,25/07/2014,3321.46
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,OCS SAFETY,17/07/2014,476
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,OSPREY WATER MANAGEMENT LTD,25/07/2014,583.2
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,OSPREY WATER MANAGEMENT LTD,25/07/2014,427
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,OSPREY WATER MANAGEMENT LTD,25/07/2014,955.68
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,Paul Cook Building Contractor,03/07/2014,853
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS GROUP LTD,11/07/2014,731.42
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Swimming Pool Chemicals,PHS GROUP LTD,30/07/2014,-139.52
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Hygiene Services,PHS GROUP LTD,29/07/2014,163.8
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Swimming Pool Chemicals,PHS GROUP LTD,30/07/2014,357.6
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Swimming Pool Chemicals,PHS GROUP LTD,30/07/2014,-184.3
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Swimming Pool Chemicals,PHS GROUP LTD,30/07/2014,316.73
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS GROUP LTD,09/07/2014,560.55
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Hygiene Services,PHS GROUP LTD,17/07/2014,138.84
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,29/07/2014,144.8
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PRIORSLEE ACADEMY,08/07/2014,5286.5
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PROKILL UK LIMITED,02/07/2014,150
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PROKILL UK LIMITED,30/07/2014,115.5
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PROKILL UK LIMITED,09/07/2014,150
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,Protec Fire Detection PLC,08/07/2014,196.02
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PRYCE (BUILDERS) LTD,02/07/2014,1153.6
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PRYCE (BUILDERS) LTD,14/07/2014,284
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,ROY HANKINSON LTD,29/07/2014,2300
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,S P HOLDING SERVICES LTD,23/07/2014,1031.25
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,S P HOLDING SERVICES LTD,17/07/2014,110
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,S P HOLDING SERVICES LTD,22/07/2014,110
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,SAXON LIFTS LTD,14/07/2014,1280
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,SAXON LIFTS LTD,14/07/2014,-1280
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Minor Alterations H & Safety,SECURITY WISE LTD,09/07/2014,220
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,09/07/2014,109
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,03/07/2014,310
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,03/07/2014,110
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,09/07/2014,140
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/07/2014,390
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,17/07/2014,115
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,22/07/2014,140
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,10/07/2014,187.83
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,10/07/2014,352.03
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,10/07/2014,862.44
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,17/07/2014,1002.03
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,17/07/2014,115.73
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,03/07/2014,152.56
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,03/07/2014,280.38
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,03/07/2014,178.22
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,29/07/2014,1976.43
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,29/07/2014,368.59
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,29/07/2014,651.1
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,30/07/2014,307.26
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,30/07/2014,161.07
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,08/07/2014,166.82
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,17/07/2014,140.03
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,17/07/2014,1530.44
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,17/07/2014,279.78
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,08/07/2014,3982.33
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,22/07/2014,100.22
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,25/07/2014,338.65
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,25/07/2014,1017.16
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SIGNS EXPRESS (TELFORD),03/07/2014,252
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SKI SLOPE SERVICES LTD,09/07/2014,161.15
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SKI SLOPE SERVICES LTD,03/07/2014,1056.7
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,SKI SLOPE SERVICES LTD,14/07/2014,590
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SMART METERING SYSTEMS/UK GAS CONNECTION Ltd,02/07/2014,400.86
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Contributions to Premises-related Provisions,Swift Business Solutions Ltd,29/07/2014,137.48
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,10/07/2014,1089.14
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,30/07/2014,1094.66
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,1194.37
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,4384.71
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,2175.4
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,2192.68
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,5344.66
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,227.82
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,8000.02
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,461.54
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,267.46
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,268.9
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,10488.11
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,635.21
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,395.77
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,4176.96
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,8152.84
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2014,1029.51
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),11/07/2014,103.43
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),03/07/2014,145.03
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,278.58
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,-187.77
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,272.91
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,148.63
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,1376.27
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,10332.41
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,145.74
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,254.88
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,229.13
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,113.49
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,2069.82
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,627.17
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,395.82
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,328.11
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,375.85
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,138.74
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,715.12
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,306.48
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,-173.38
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,-350.78
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,178.04
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,-286.51
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,121.23
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,-739.2
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,-132.27
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,-323.55
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,-722.9
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,-291.67
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,215.17
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,170.69
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,-172.49
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,-546.09
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,164.4
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,289.8
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,263.59
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,642.58
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,-452.03
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,-150.62
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,311.96
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,117.59
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,157.57
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,492.77
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,235.95
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,474.82
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/07/2014,-259.48
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,168.76
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),28/07/2014,272.65
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),29/07/2014,808.53
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),30/07/2014,1267.86
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),09/07/2014,1143.84
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),09/07/2014,1286.86
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),22/07/2014,453.35
