Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAE,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,04/08/2014,273.3,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS ELEC (502015),28/08/2014,241.56,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,E.ON (36166103),04/08/2014,-1505.67,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,SCOTTISH POWER PLC,07/08/2014,441.58,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,E.ON (36166103),07/08/2014,133.36,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,SPI Npower,07/08/2014,177.61,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Fire Alarms & Emergency Light,Protec Fire Detection PLC,28/08/2014,258,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Fire Alarms & Emergency Light,ADT FIRE & SECURITY PLC,04/08/2014,366.67,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Gas,Gazprom Energy,28/08/2014,106.68,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Gas,Gazprom Energy,28/08/2014,115.01,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Planned Repairs,West Mercia Energy (WME),15/08/2014,157.73,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,07/08/2014,156,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,07/08/2014,255.6,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,12/08/2014,137.32,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,12/08/2014,104.5,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,12/08/2014,219.6,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,27/08/2014,899,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,A & M Building Maintenance Ltd,04/08/2014,220,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,RCS ROOFING CONSTRUCTION SERVICES LTD,04/08/2014,222.81,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,27/08/2014,2094,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,20/08/2014,204.69,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,WELLINGTON INSULATION CO. LTD,26/08/2014,250,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,07/08/2014,2245.48,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Advertising,3S PRINT & DISPLAY LIMITED,13/08/2014,340,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Advertising,GVA GRIMLEY LTD,27/08/2014,400,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Other Expenses,BARBERS,13/08/2014,150,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Printing - Other,SIGNS EXPRESS (TELFORD),28/08/2014,2257,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,07/08/2014,1382.91,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS GROUP LTD,21/08/2014,252.99,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,13/08/2014,254,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,15/08/2014,187,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,11/08/2014,166,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,12/08/2014,156,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,NPOWER LIMITED,15/08/2014,2139.2,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,NPOWER LIMITED,15/08/2014,2033.95,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,300.82,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),04/08/2014,211.86,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,ADT FIRE & SECURITY PLC,18/08/2014,451.57,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,CONTRACT FIRE SECURITY,04/08/2014,297.52,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,VANGUARD ALARMS LIMITED,04/08/2014,250,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,Lift Source (UK) Limited,04/08/2014,150,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,SECURITY WISE LTD,11/08/2014,1255,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,West Mercia Energy (WME),22/08/2014,153.08,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,R M F LANDSCAPING LTD,15/08/2014,392.62,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,R M F LANDSCAPING LTD,15/08/2014,258.6,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,R M F LANDSCAPING LTD,04/08/2014,206,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,WREKIN DRAIN SERVICES LTD,21/08/2014,450,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,Limetree Landscape Services and Nurseries Limited,04/08/2014,250,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Lift Maintenance,Lift Source (UK) Limited,04/08/2014,226.34,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Planned Repairs,RCS ROOFING CONSTRUCTION SERVICES LTD,04/08/2014,229.74,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,04/08/2014,954.78,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,George Birchall Limited,04/08/2014,803.31,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,George Birchall Limited,11/08/2014,163.77,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,G LEDDINGTON (ELECTRICAL) LTD,07/08/2014,152.75,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,George Birchall Limited,12/08/2014,843.47,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,Churches Fire Security Ltd,12/08/2014,229.09,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -SCC Planned,GO PLANT SWEEPERS T/A SHROPSHIRE ROADSWEEPERS,04/08/2014,145,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M WC Planned,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,07/08/2014,295,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,15/08/2014,1062.02,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Supplies & Services,Security Services,VANGUARD ALARMS LIMITED,15/08/2014,156.06,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAV,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/08/2014,3209.82,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAV,Supplies & Services,Equipment - Purchase,MOTIVATION(TRAFFIC CONTROL)LTD,06/08/2014,864,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAV,Supplies & Services,Other Services,SIGNS EXPRESS (TELFORD),07/08/2014,3120,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAV,Supplies & Services,Printing - Other,SIGNS EXPRESS (TELFORD),28/08/2014,935,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAV,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,07/08/2014,304.17,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAV,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,07/08/2014,1074,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,HAYMARKET PUBLISHING SERVICES LTD,21/08/2014,360,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,Contracts & Procurement Advice Limited,06/08/2014,1590.6,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,15/08/2014,472.5,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Marketing / Advertising,FAIRSHARE CREDIT UNION LTD,19/08/2014,6101.5,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Marketing / Advertising,360 SKYLENS LIMITED,11/08/2014,225,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Fran Raybould Associates,31/08/2014,2500,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,PRYCE (BUILDERS) LTD,21/08/2014,3830,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,WREKIN SERVICES LTD,13/08/2014,203.68,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,WREKIN SERVICES LTD,13/08/2014,950,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,WREKIN SERVICES LTD,13/08/2014,220,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,TDR Heating & Ventilation Engineers,14/08/2014,93996.77,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,MCPHILLIPS (WELLINGTON) LTD,15/08/2014,17515.79,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,29/08/2014,68950,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,PHS GROUP LTD,15/08/2014,-274,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Wellman Thermal Services Limited,15/08/2014,2000,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,15/08/2014,918.01,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,15/08/2014,128.2,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,PHS GROUP LTD,15/08/2014,1769.84,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SPECIALIST COMPUTERS CENTRES PLC,20/08/2014,136.58,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SIGNS EXPRESS (TELFORD),11/08/2014,388,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,REDACTED PERSONAL INFORMATION,07/08/2014,800,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,WPD MIDLANDS NETWORKS SERVICES LTD,07/08/2014,6927.15,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,06/08/2014,6991.73,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,06/08/2014,5103.09,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Round Software Ltd,08/08/2014,5700,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,PRYCE (BUILDERS) LTD,08/08/2014,9135,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Round Software Ltd,08/08/2014,225,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCHC,Capital Expenditure,Other Capital Expenditure,NOCK DEIGHTON,15/08/2014,1000,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Premises-Related Expenditure,Hire Of Rooms,WROCKWARDINE WOOD & TRENCH PC 06047988,07/08/2014,206.25,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Premises-Related Expenditure,Hire Of Rooms,WROCKWARDINE WOOD & TRENCH PC 06047988,07/08/2014,247.5,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Supplies & Services,Consumable Stores,CITY & GUILDS,07/08/2014,300,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Supplies & Services,Exam Fees,CITY & GUILDS,21/08/2014,544.5,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Third Party Payments,Childminders,CHILDCARE SOS,14/08/2014,306.38,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Third Party Payments,Childminders,CHILDCARE SOS,14/08/2014,107.5,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Third Party Payments,Childminders,CHILDCARE SOS,14/08/2014,784.75,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Third Party Payments,Childminders,HONEYBUNS NURSERIES,06/08/2014,218.75,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAF,Premises-Related Expenditure,Hire Of Rooms,Dawley Town Hall,06/08/2014,150,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAG,Employees,Staff Training,The Rickter Company,26/08/2014,2425.8,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAQ,Supplies & Services,Equipment - Purchase,The Rickter Company,06/08/2014,154.2,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAR,Premises-Related Expenditure,Hire Of Rooms,TELFORD INTERNATIONAL CENTRE,13/08/2014,472.5,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAR,Premises-Related Expenditure,Hire Of Rooms,TELFORD INTERNATIONAL CENTRE,14/08/2014,2160,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAR,Supplies & Services,Marketing & Publicity,Exterion Media (UK) Limited,13/08/2014,877.2,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ANAG,Supplies & Services,Other Grants (Expenses),ADVENTURE ROPE COURSE,07/08/2014,360,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ANAG,Supplies & Services,Translation Services,VISS LTD,05/08/2014,125,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ANAG,Third Party Payments,Private Contractors,LANDAU LTD,26/08/2014,3000,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",KSAX,Third Party Payments,Agency Services,TELFORD COLLEGE OF ARTS & TECHNOLOGY,22/08/2014,44761.82,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",KSAX,Third Party Payments,Agency Services,Ruskin Mill Trust,22/08/2014,-439.34,,,,,,,
Education & Corporate Parenting,"Achievement, Standards & Alternative Provision",KSAD,Supplies & Services,Furniture - Purchase,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),13/08/2014,289.99,,,,,,,
Education & Corporate Parenting,"Achievement, Standards & Alternative Provision",WKAB,Capital Expenditure,Computer Hardware,Core Education and Consulting,14/08/2014,4425,,,,,,,
Education & Corporate Parenting,"Achievement, Standards & Alternative Provision",WKAB,Capital Expenditure,Computer Hardware,Core Education and Consulting,14/08/2014,1290,,,,,,,
Education & Corporate Parenting,"Achievement, Standards & Alternative Provision",WKAJ,Capital Expenditure,Computer Hardware,SPECIALIST COMPUTERS CENTRES PLC,13/08/2014,357.89,,,,,,,
Education & Corporate Parenting,"Achievement, Standards & Alternative Provision",WKAM,Capital Expenditure,Computer Hardware,SPECIALIST COMPUTERS CENTRES PLC,13/08/2014,2519.12,,,,,,,
Education & Corporate Parenting,"Achievement, Standards & Alternative Provision",WKAM,Capital Expenditure,Computer Hardware,SPECIALIST COMPUTERS CENTRES PLC,05/08/2014,265.64,,,,,,,
Education & Corporate Parenting,"Achievement, Standards & Alternative Provision",WKAM,Capital Expenditure,Computer Hardware,SPECIALIST COMPUTERS CENTRES PLC,05/08/2014,2253.48,,,,,,,
Education & Corporate Parenting,"Achievement, Standards & Alternative Provision",WKAP,Capital Expenditure,Computer Hardware,SISRA LTD,01/08/2014,-1995,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAD,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/08/2014,195.68,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAE,Capital Expenditure,Engineers Fees,WESTERN POWER DISBRIBUTIONS,15/08/2014,293.93,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAE,Capital Expenditure,Engineers Fees,WPD MIDLANDS NETWORKS SERVICES LTD,30/08/2014,147.9,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAE,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/08/2014,286.53,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAE,Capital Expenditure,External Professional Fees,Gage-Tupper & Associates Ltd,08/08/2014,2445.75,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAE,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/08/2014,854.96,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAE,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/08/2014,501.18,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAE,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/08/2014,244.38,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAE,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/08/2014,809.6,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAE,Capital Expenditure,Payments to Contractor,PUMP & PLANT SERVICES LTD,19/08/2014,8873.97,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAE,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,20/08/2014,736766.3,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAE,Capital Expenditure,Payments to Contractor,WARD HADAWAY SOLICITORS,04/08/2014,720,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAG,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/08/2014,417.22,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAG,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,30/08/2014,740,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAG,Capital Expenditure,Payments to Contractor,BES LTD (GAS),30/08/2014,365,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAG,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,30/08/2014,126,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAG,Capital Expenditure,Payments to Contractor,VPS (UK) LTD,04/08/2014,102.4,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAG,Capital Expenditure,Payments to Contractor,BRITISH GAS BUSINESS ELEC (502015),04/08/2014,236.05,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAH,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/08/2014,597.6,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAH,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/08/2014,475.17,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAH,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/08/2014,604.72,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAH,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,14/08/2014,755148.89,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAH,Capital Expenditure,Payments to Contractor,SEVERN TRENT WATER LTD,07/08/2014,959.8,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAJ,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/08/2014,1325.19,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAJ,Capital Expenditure,External Professional Fees,Gage-Tupper & Associates Ltd,08/08/2014,161.25,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAJ,Capital Expenditure,External Professional Fees,Gage-Tupper & Associates Ltd,08/08/2014,3595.88,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAJ,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,14/08/2014,592426.27,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAJ,Capital Expenditure,Payments to Contractor,HARROW GREEN LIMITED,27/08/2014,7858.06,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAJ,Capital Expenditure,Payments to Contractor,SMART METERING SYSTEMS/UK GAS CONNECTION Ltd,19/08/2014,13054.98,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAJ,Capital Expenditure,Payments to Contractor,GREEN SKIPS LTD,12/08/2014,1160,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAJ,Capital Expenditure,Payments to Contractor,SWIFT SKIP HIRE,08/08/2014,580,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAJ,Capital Expenditure,Payments to Contractor,SWIFT SKIP HIRE,08/08/2014,435,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAJ,Capital Expenditure,Payments to Contractor,SWIFT SKIP HIRE,08/08/2014,145,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAJ,Capital Expenditure,Payments to Contractor,SWIFT SKIP HIRE,08/08/2014,435,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAJ,Capital Expenditure,Payments to Contractor,SWIFT SKIP HIRE,08/08/2014,335,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/08/2014,108.32,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,External Professional Fees,Gage-Tupper & Associates Ltd,08/08/2014,516,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,27/08/2014,2490,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/08/2014,550.85,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,07/08/2014,5367.9,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,07/08/2014,130.5,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,14/08/2014,491718.8,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,External Professional Fees,PLAYSAFETY LTD,13/08/2014,355.5,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/08/2014,296.33,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/08/2014,781.03,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/08/2014,737.37,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/08/2014,368.94,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,14/08/2014,814591,,,,,,,
