Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAD,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,21/02/2014,626.16,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAC,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,21/02/2014,270.39,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAE,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,21/02/2014,2170.05,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAC,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,26/02/2014,9672.5,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAG,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,26/02/2014,2309.97,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,2328.13,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAN,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,2003.07,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAM,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,2003.07,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,2328.13,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAM,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,1328.16,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAN,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,1237.46,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAN,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,215.8,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,1307.06,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,674.76,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAM,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,743.8,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,674.76,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,261.37,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,20/02/2014,36000,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,20/02/2014,7200,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,External Professional Fees,GRANT THORNTON UK LLP,17/02/2014,1847.8,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,External Professional Fees,GRANT THORNTON UK LLP,17/02/2014,1847.8,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAN,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,08/02/2014,144902.4,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,External Professional Fees,GRANT THORNTON UK LLP,10/02/2014,1840,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,External Professional Fees,GRANT THORNTON UK LLP,10/02/2014,571.42,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,External Professional Fees,GRANT THORNTON UK LLP,10/02/2014,2981.43,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAM,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,24/02/2014,383908.54,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAS,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,24/02/2014,258304.86,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAR,Capital Expenditure,Site Investigation,Site Data (Sutton Coldfield) Ltd,12/02/2014,650,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAJ,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,24/02/2014,464118,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,662.9,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAM,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,214.34,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,214.34,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAJ,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,21/02/2014,1618.37,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAK,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,21/02/2014,860.97,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAS,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,21/02/2014,909.93,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAM,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,21/02/2014,896.4,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAN,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,21/02/2014,431.59,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,21/02/2014,978.38,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAN,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/02/2014,214.34,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),GFAA,Supplies & Services,Fees,ANDREW DIXON & CO,26/02/2014,3000,,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGBB,Third Party Payments,Agency Services,PYRAMID SCHOOLS (HADLEY) LTD,26/02/2014,7528.35,,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GBAJ,Supplies & Services,Books,NAS EARLYBIRD CENTRE,24/02/2014,170,,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GBAF,Supplies & Services,Books,Crisis Prevention Institute Europe,07/02/2014,878,,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GBAF,Employees,Course Fees,THE NURTURE GROUP NETWORK LTD,24/02/2014,550,,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GBAJ,Employees,Training Expenses,LIVERPOOL CITY COUNCIL,24/02/2014,159.96,,,,,,,,
Education & Corporate Parenting,School Improvement,KHAB,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,03/02/2014,1272.96,,,,,,,,
Education & Corporate Parenting,School Improvement,KHAB,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,03/02/2014,1272.96,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,GPAA,Employees,Course Fees,FAMILY FUTURES,10/02/2014,1760,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAF,Third Party Payments,Private Contractors,ACTION FOR CHILDREN LIMITED,17/02/2014,132300,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAF,Third Party Payments,Private Contractors,ACTION FOR CHILDREN LIMITED,17/02/2014,132300,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,08/02/2014,114,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAG,Supplies & Services,Aids & Appliances,G & S SMIRTHWAITE LTD,11/02/2014,310,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAG,Supplies & Services,Aids & Appliances,G & S SMIRTHWAITE LTD,11/02/2014,395,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,13/02/2014,1092,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,13/02/2014,176.4,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,13/02/2014,188.5,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,13/02/2014,508.92,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,13/02/2014,149.4,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,13/02/2014,143,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,13/02/2014,198.4,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,13/02/2014,122.8,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,13/02/2014,205.6,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,18/02/2014,121.5,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,20/02/2014,209.3,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAG,Supplies & Services,Aids & Appliances,PATTERSON MEDICAL LTD,24/02/2014,159.59,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Supplies & Services,Other Services,WE ARE THE CARE COMPANY LTD,27/02/2014,138,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAK,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,03/02/2014,315.83,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAK,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,03/02/2014,111.27,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAK,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,03/02/2014,197.4,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAK,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,03/02/2014,143.82,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,13/02/2014,127.18,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,13/02/2014,355.46,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,13/02/2014,109.25,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,13/02/2014,239.55,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,13/02/2014,288.93,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,13/02/2014,164.89,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,13/02/2014,111.72,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,13/02/2014,118.85,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,20/02/2014,239.55,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAK,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,20/02/2014,289.85,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,20/02/2014,319.4,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,20/02/2014,177.36,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,20/02/2014,147.8,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAK,Income,Fees & Charges General,NEW OPTIONS (3) LTD,20/02/2014,4469.29,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAK,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,20/02/2014,156.97,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,20/02/2014,147.8,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAK,Third Party Payments,Agency Services,D H Homecare Limited,20/02/2014,239.55,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAK,Income,Fees & Charges General,NEW OPTIONS (3) LTD,20/02/2014,3797.29,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,HACM LTD,20/02/2014,1942.56,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,118.24,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,127.76,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,201.6,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,206.92,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,127.76,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,295.6,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,177.36,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,314.64,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,147.8,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,133.02,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,177.36,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,118.24,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,273.18,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,118.24,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,255.52,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,D H Homecare Limited,27/02/2014,118.24,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,HDAJ,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,28/02/2014,343.8,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,KNAA,Third Party Payments,Agency Services,YOUNG OPTIONS COLLEGE LTD,03/02/2014,25482.67,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,KNAA,Third Party Payments,Agency Services,YOUNG OPTIONS COLLEGE LTD,03/02/2014,20186.54,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,KNAA,Third Party Payments,Agency Services,YOUNG OPTIONS COLLEGE LTD,03/02/2014,27733.33,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,KNAA,Third Party Payments,Agency Services,NEW OPTIONS (3) LTD,04/02/2014,60789.12,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,KNAJ,Supplies & Services,Equipment - Purchase,PHONAK UK LTD,08/02/2014,736,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,KNAJ,Supplies & Services,Equipment - Purchase,CONNEVANS LIMITED,08/02/2014,125,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,KNAJ,Employees,Course Fees,TELFORD COLLEGE OF ARTS & TECHNOLOGY,11/02/2014,265,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,KNAJ,Supplies & Services,Equipment - Purchase,CONNEVANS LIMITED,25/02/2014,200.8,,,,,,,,
"Family, Cohesion & Commissioning",Children Specialist Services,KNAJ,Supplies & Services,Equipment - Purchase,CONNEVANS LIMITED,26/02/2014,186.7,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,WDSQ,Capital Expenditure,Payments to Contractor,SLR CONSULTING LIMITED,03/02/2014,645,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,WDSQ,Capital Expenditure,Payments to Contractor,R M F LANDSCAPING LTD,03/02/2014,365,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,WDSQ,Capital Expenditure,Payments to Contractor,R M F LANDSCAPING LTD,11/02/2014,1691.75,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,WDSQ,Capital Expenditure,Payments to Contractor,S Jones Containers Ltd,11/02/2014,6015,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,WDSQ,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,11/02/2014,119.52,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,WDSQ,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,15/02/2014,44257.84,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,WDSQ,Capital Expenditure,Payments to Contractor,RAP SERVICES LTD T/A TELFORD TOILET HIRE,13/02/2014,196,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,WDSQ,Capital Expenditure,Payments to Contractor,SLR CONSULTING LIMITED,20/02/2014,485,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,WDSQ,Capital Expenditure,Payments to Contractor,RAP SERVICES LTD T/A TELFORD TOILET HIRE,26/02/2014,368,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,WDAD,Capital Expenditure,Other Capital Expenditure,REDACTED PERSONAL INFORMATION,27/02/2014,465,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAC,Supplies & Services,Application Software Maint,CAPITA BUSINESS SERVICES LTD,27/02/2014,250,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,VPS (UK) LTD,10/02/2014,238.75,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,VPS (UK) LTD,10/02/2014,168.75,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,10/02/2014,238,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,10/02/2014,270.97,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,10/02/2014,400,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,04/02/2014,277.53,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,A E Chapman & Co (Old Hill) Ltd,24/02/2014,251.26,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,13/02/2014,455,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,13/02/2014,400,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/02/2014,429.2,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/02/2014,385.5,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/02/2014,420.6,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/02/2014,420.6,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/02/2014,431.1,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/02/2014,420.6,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/02/2014,420.6,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/02/2014,404,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/02/2014,420.6,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/02/2014,431.1,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/02/2014,400.3,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/02/2014,443.4,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/02/2014,403.1,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/02/2014,431.1,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/02/2014,506.7,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,13/02/2014,400,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,19/02/2014,715,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,VPS (UK) LTD,27/02/2014,191,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,VPS (UK) LTD,27/02/2014,135,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,27/02/2014,950,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,27/02/2014,432,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,R&M -Buildings DLO Charge,WELLINGTON INSULATION CO. LTD,10/02/2014,300,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,R&M -Buildings DLO Charge,WELLINGTON INSULATION CO. LTD,10/02/2014,150,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,04/02/2014,208.7,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,04/02/2014,308.23,,,,,,,,
"Family, Cohesion & Commissioning",Cohesion including Homelessness/Housing Needs,DHAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,04/02/2014,168,,,,,,,,
