Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ADT FIRE & SECURITY PLC,02/05/2014,550.53
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ADT FIRE & SECURITY PLC,02/05/2014,100.27
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ADT FIRE & SECURITY PLC,07/05/2014,143.10
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ADT FIRE & SECURITY PLC,07/05/2014,100.27
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ADT FIRE & SECURITY PLC,01/05/2014,150.40
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ADT FIRE & SECURITY PLC,07/05/2014,100.27
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ADT FIRE & SECURITY PLC,07/05/2014,102.37
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ARJOHUNTLEIGH UK,02/05/2014,160.00
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,JCE & SONS LTD,27/05/2014,934.50
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,JCE & SONS LTD,21/05/2014,"1,535.50"
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,JCE & SONS LTD,07/05/2014,121.50
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,MEB TOTAL LIMITED,23/05/2014,"1,427.94"
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,12/05/2014,118.00
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,01/05/2014,"1,709.76"
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,12/05/2014,335.66
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,PHS GROUP LTD,12/05/2014,179.84
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,02/05/2014,416.05
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,02/05/2014,970.79
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,28/05/2014,"1,032.29"
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,28/05/2014,561.07
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,21/05/2014,"4,000.73"
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,13/05/2014,213.86
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,23/05/2014,419.83
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,07/05/2014,134.99
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,07/05/2014,"1,128.69"
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,12/05/2014,213.86
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,12/05/2014,508.18
"Development, Business & Employment",Property & Design,COAP,Supplies & Services,Chemicals/Cleaning Products,PROVAC CLEANING SUPPLIES LTD,27/05/2014,394.52
"Development, Business & Employment",Property & Design,COAP,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,07/05/2014,592.60
"Development, Business & Employment",Property & Design,COAP,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,07/05/2014,346.52
"Development, Business & Employment",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,01/05/2014,255.00
"Development, Business & Employment",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,02/05/2014,255.00
"Development, Business & Employment",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,02/05/2014,255.00
"Development, Business & Employment",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,21/05/2014,255.00
"Development, Business & Employment",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,21/05/2014,255.00
"Development, Business & Employment",Property & Design,COAT,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),22/05/2014,"2,193.81"
"Development, Business & Employment",Property & Design,COAT,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),22/05/2014,"1,966.46"
"Development, Business & Employment",Property & Design,COAT,Premises-Related Expenditure,R&M -Building Other,George Birchall Limited,21/05/2014,284.49
"Development, Business & Employment",Property & Design,COAT,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/05/2014,758.99
"Development, Business & Employment",Property & Design,COAT,Premises-Related Expenditure,Sewage Charges,SEVERN TRENT WATER LTD,02/05/2014,"2,873.93"
"Development, Business & Employment",Property & Design,WCAY,Capital Expenditure,Other Capital Expenditure,MERIDIAN COST BENEFIT LTD,22/05/2014,"1,466.09"
"Development, Business & Employment",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,(Scun) Complete Office Solutions,15/05/2014,"2,200.00"
"Development, Business & Employment",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,ADT FIRE & SECURITY PLC,15/05/2014,359.64
"Development, Business & Employment",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,ADT FIRE & SECURITY PLC,15/05/2014,359.64
"Development, Business & Employment",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,BRITISH GAS BUSINESS ELEC (502015),02/05/2014,966.65
"Development, Business & Employment",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,HARROW GREEN LIMITED,02/05/2014,"1,353.00"
"Development, Business & Employment",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,HARROW GREEN LIMITED,02/05/2014,122.00
"Development, Business & Employment",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,09/05/2014,932.62
"Development, Business & Employment",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,ADT FIRE & SECURITY PLC,21/05/2014,"26,139.74"
"Development, Business & Employment",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,INVISIBLE SYSTEMS LTD,07/05/2014,362.50
"Development, Business & Employment",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,JCE & SONS LTD,13/05/2014,"3,296.27"
"Development, Business & Employment",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,JCE & SONS LTD,13/05/2014,"13,185.08"
"Development, Business & Employment",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,28/05/2014,"14,270.71"
"Development, Business & Employment",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,28/05/2014,"6,400.00"
"Development, Business & Employment",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,15/05/2014,365.50
"Development, Business & Employment",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/05/2014,393.49
"Development, Business & Employment",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/05/2014,-281.59
"Development, Business & Employment",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/05/2014,-111.90
"Development, Business & Employment",Property & Design,WFBH,Capital Expenditure,Payments to Contractor,JGS Electrical Solutions Ltd.,13/05/2014,470.00
"Development, Business & Employment",Property & Design,WFBH,Capital Expenditure,Payments to Contractor,OLIVEJOYCE LTD,14/05/2014,644.00
"Development, Business & Employment",Property & Design,WFBH,Capital Expenditure,Payments to Contractor,OLIVEJOYCE LTD,16/05/2014,784.00
"Development, Business & Employment",Property & Design,WFBH,Capital Expenditure,Payments to Contractor,OLIVEJOYCE LTD,23/05/2014,336.00
"Development, Business & Employment",Property & Design,WGBS,Capital Expenditure,Other Capital Expenditure,G & S SMIRTHWAITE LTD,30/05/2014,433.00
"Development, Business & Employment",Property & Design,WGBS,Capital Expenditure,Other Capital Expenditure,JCM SEATING SOLUTIONS,07/05/2014,-787.50
"Development, Business & Employment",Property & Design,WGCB,Capital Expenditure,Payments to Contractor,TTS GROUP LTD,06/05/2014,815.45
"Development, Business & Employment",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,WELLINGTON INSULATION CO. LTD,07/05/2014,"1,744.00"
"Development, Business & Employment",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,Garvey Demolition Ltd,28/05/2014,"22,307.00"
"Development, Business & Employment",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,Garvey Demolition Ltd,23/05/2014,"57,007.33"
"Development, Business & Employment",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,INTERCLASS PLC,02/05/2014,"33,867.29"
"Development, Business & Employment",Property & Design,WPIR,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,15/05/2014,626.15
"Development, Business & Employment",Property & Design,WPMB,Capital Expenditure,Payments to Contractor,JONES & HAMPTON LTD,14/05/2014,"3,093.50"
"Development, Business & Employment",Property & Design,WPSM,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,28/05/2014,236.00
"Development, Business & Employment",Property & Design,WXHS,Capital Expenditure,Payments to Contractor,THOMAS CONSULTING,15/05/2014,"1,776.89"
"Development, Business & Employment",Property Investment,WCAJ,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,15/05/2014,450.00
"Development, Business & Employment",Property Investment,WCAJ,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,12/05/2014,"2,500.00"
"Development, Business & Employment",Property Investment,WCAJ,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,12/05/2014,"3,500.00"
"Development, Business & Employment",Property Investment,WCAJ,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,14/05/2014,"2,500.00"
"Development, Business & Employment",Property Investment,WCAJ,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,14/05/2014,"3,500.00"
"Development, Business & Employment",Property Investment,WCAJ,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,15/05/2014,"2,734.64"
"Development, Business & Employment",Property Investment,WCAJ,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,15/05/2014,608.00
"Development, Business & Employment",Property Investment,WCAJ,Capital Expenditure,Payments to Contractor,ROY HANKINSON LTD,09/05/2014,"1,220.00"
"Development, Business & Employment",Property Investment,WCSP,Capital Expenditure,Payments to Contractor,SPS Property Maintenance,02/05/2014,290.00
"Development, Business & Employment",Property Investment,WCSP,Capital Expenditure,Payments to Contractor,SPS Property Maintenance,12/05/2014,290.00
"Development, Business & Employment",Regeneration & Investment,CEAC,Premises-Related Expenditure,Building Cleaning DSO,VEOLIA ES (UK) LTD,28/05/2014,643.60
"Development, Business & Employment",Regeneration & Investment,CEAC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),23/05/2014,953.60
"Development, Business & Employment",Regeneration & Investment,CEAC,Premises-Related Expenditure,Gas,TOTAL GAS & POWER LIMITED,20/05/2014,420.73
"Development, Business & Employment",Regeneration & Investment,CEAC,Premises-Related Expenditure,R&M -Buildings DLO Charge,BRITISH GAS SERVICES (COMMERCIAL) LTD,06/05/2014,252.00
"Development, Business & Employment",Regeneration & Investment,CEAC,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,13/05/2014,"2,268.89"
"Development, Business & Employment",Regeneration & Investment,CEAC,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,13/05/2014,310.08
"Development, Business & Employment",Regeneration & Investment,CEAD,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),23/05/2014,"1,321.09"
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),22/05/2014,655.74
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),22/05/2014,288.10
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),22/05/2014,669.01
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),22/05/2014,332.75
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),22/05/2014,554.66
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,Gas,West Mercia Energy (WME),22/05/2014,"3,114.57"
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,ASLES (TOOL HIRE & SALES) LTD,28/05/2014,288.00
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,GRA-BERN,27/05/2014,142.80
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,30/05/2014,806.37
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,20/05/2014,219.72
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,WREKIN DRAIN SERVICES LTD,06/05/2014,580.00
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,BRITISH GAS SERVICES (COMMERCIAL) LTD,06/05/2014,787.50
"Development, Business & Employment",Regeneration & Investment,CEAE,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,12/05/2014,300.00
"Development, Business & Employment",Regeneration & Investment,CEAE,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,12/05/2014,300.00
"Development, Business & Employment",Regeneration & Investment,CEAE,Supplies & Services,Telephones,MIDLAND TML,29/05/2014,"1,308.86"
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Dilapidations,DMW ENVIRONMENTAL SAFETY LTD,19/05/2014,750.00
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,BES LTD (ELECTRICITY),28/05/2014,130.58
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,E.ON (,06/05/2014,101.90
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,NPOWER LIMITED,08/05/2014,185.85
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,ASLES (TOOL HIRE & SALES) LTD,12/05/2014,360.00
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,22/05/2014,209.05
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,22/05/2014,200.96
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,22/05/2014,100.27
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,08/05/2014,"2,913.97"
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Advertising,Carousel Marketing Ltd,09/05/2014,"4,723.00"
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Advertising,Carousel Marketing Ltd,29/05/2014,152.00
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Advertising,Carousel Marketing Ltd,09/05/2014,"1,100.00"
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Consultants Fees,Colliers International Property Concultants Ltd,09/05/2014,"2,850.00"
"Development, Business & Employment",Regeneration & Investment,CEAJ,Third Party Payments,Voluntary Bodies,SEVERN GORGE COUNTRYSIDE TRUST,06/05/2014,"2,431.00"
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Building Cleaning DSO,BUSY BEE CLEANING,06/05/2014,104.00
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Building Cleaning DSO,VEOLIA ES (UK) LTD,28/05/2014,400.00
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,14/05/2014,164.00
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,06/05/2014,166.00
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,06/05/2014,214.00
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS ELEC+F1483,22/05/2014,291.18
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,E.ON (F1443,13/05/2014,"2,300.74"
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,NPOWER LIMITED,19/05/2014,"1,970.53"
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),22/05/2014,283.20
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),22/05/2014,-307.66
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),22/05/2014,-269.00
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),22/05/2014,-259.14
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),22/05/2014,544.71
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,ADT FIRE & SECURITY PLC,15/05/2014,150.40
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,ADT FIRE & SECURITY PLC,15/05/2014,150.40
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,CONTRACT FIRE SECURITY,28/05/2014,297.52
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS (,14/05/2014,993.98
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,E.ON (,01/05/2014,734.63
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,West Mercia Energy (WME),22/05/2014,272.10
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,BUSY BEE CLEANING,06/05/2014,150.00
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,PROKILL UK LIMITED,28/05/2014,120.00
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,R M F LANDSCAPING LTD,01/05/2014,392.62
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Planned Repairs,BRITISH GAS BUSINESS ELEC (,01/05/2014,"1,202.81"
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Planned Repairs,NPOWER LIMITED,01/05/2014,"2,343.44"
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Planned Repairs,West Mercia Energy (WME),01/05/2014,211.61
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,George Birchall Limited,22/05/2014,164.86
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,George Birchall Limited,22/05/2014,115.80
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,27/05/2014,634.00
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,29/05/2014,450.00
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,07/05/2014,122.50
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,08/05/2014,"3,000.00"
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,08/05/2014,"1,000.00"
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,14/05/2014,149.76
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,13/05/2014,197.24
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,RCS ROOFING CONSTRUCTION SERVICES LTD,06/05/2014,137.20
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,22/05/2014,946.05
"Development, Business & Employment",Regeneration & Investment,DDBC,Supplies & Services,Consultants Fees,MOTT MACDONALD LIMITED,19/05/2014,"37,800.00"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,Contracts & Procurement Advice Limited,08/05/2014,"1,834.10"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,FBC MANBY BOWDLER LLP,07/05/2014,560.00
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,GVA GRIMLEY LTD,12/05/2014,190.13
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,GVA GRIMLEY LTD,12/05/2014,"5,000.00"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,GVA GRIMLEY LTD,12/05/2014,"3,500.00"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,HAYMARKET PUBLISHING SERVICES LTD,23/05/2014,-360.00
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,MEETING POINT TRUST LTD,07/05/2014,-560.00
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Legal Fees,FBC MANBY BOWDLER LLP,08/05/2014,896.00
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Marketing / Advertising,360 SKYLENS LIMITED,08/05/2014,225.00
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Digital Exchange Products Ltd,19/05/2014,380.00
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,EUROPEAN ELECTRONIQUE LTD,27/05/2014,"3,321.00"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,EUROPEAN ELECTRONIQUE LTD,27/05/2014,"1,845.00"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,HARROW GREEN LIMITED,08/05/2014,"1,166.92"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,PRYCE (BUILDERS) LTD,08/05/2014,"87,995.33"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Round Software Ltd,08/05/2014,"3,300.00"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SPECIALIST COMPUTERS CENTRES PLC,27/05/2014,"6,862.69"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SPECIALIST COMPUTERS CENTRES PLC,22/05/2014,606.30
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SYNETRIX LTD,01/05/2014,"3,936.00"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SYNETRIX LTD,01/05/2014,"1,431.00"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SYNETRIX LTD,01/05/2014,357.00
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SYNETRIX LTD,01/05/2014,357.00
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SYNETRIX LTD,01/05/2014,141.00
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SYNETRIX LTD,01/05/2014,450.00
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SYNETRIX LTD,01/05/2014,343.00
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SYNETRIX LTD,01/05/2014,172.00
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,08/05/2014,974.00
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,08/05/2014,"3,896.00"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,08/05/2014,"29,160.00"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,08/05/2014,"3,240.00"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,13/05/2014,"-42,000.00"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,13/05/2014,"31,500.00"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,13/05/2014,"10,500.00"
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,WREKIN SERVICES LTD,30/05/2014,200.00
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Premises-Related Expenditure,Hire Of Rooms,WROCKWARDINE WOOD & TRENCH PC 06047988,13/05/2014,270.00
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAC,Employees,Staff Training,The Rickter Company,13/05/2014,"2,182.50"
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAC,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,22/05/2014,"3,067.30"
