Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,MARTIN EVANS CONSTRUCTION LTD,11/03/2013,"4,149.09"
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,MARTIN EVANS CONSTRUCTION LTD,11/03/2013,"3,601.78"
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,THREE PINES BUILDING CO LTD,11/03/2013,"4,098.62"
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,13/03/2013,"1,600.00"
"Development, Business & Housing",Strategic Housing,WDSE,Capital Expenditure,Payments to Contractor,THOMAS VALE CONSTRUCTION PLC,19/03/2013,"2,500.00"
"Development, Business & Housing",Strategic Housing,WDSP,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,26/03/2013,"500,000.00"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,28/03/2013,"1,403.57"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Purchase of Buildings,PCB SOLICITORS,08/03/2013,"58,000.00"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Legal Fees,CLARKES SOLICITORS,21/03/2013,250.00
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,External Professional Fees,TEMPERTON AND TEMPERTON,01/03/2013,500.00
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,01/03/2013,"18,610.60"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Payments to Contractor,JORDAN LEWIS ASSOCIATES LTD,01/03/2013,"5,000.00"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,AST FLOORCOVERINGS LTD,01/03/2013,"1,175.20"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,HCL INVESTMENT SERVICES LTD,01/03/2013,150.00
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,AST FLOORCOVERINGS LTD,01/03/2013,857.74
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,GLYN UPTON REMOVALS,15/03/2013,260.00
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,AST FLOORCOVERINGS LTD,21/03/2013,"1,227.65"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,PCB SOLICITORS,08/03/2013,"10,800.00"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,REDACTED PERSONAL INFORMATION,13/03/2013,"1,080.00"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,AST FLOORCOVERINGS LTD,13/03/2013,816.28
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,REDACTED PERSONAL INFORMATION,13/03/2013,210.00
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Legal Fees,REDACTED PERSONAL INFORMATION,15/03/2013,"1,404.89"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Purchase of Buildings,REDACTED PERSONAL INFORMATION,15/03/2013,"48,000.00"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,REDACTED PERSONAL INFORMATION,15/03/2013,173.46
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,REDACTED PERSONAL INFORMATION,15/03/2013,"1,454.94"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,REDACTED PERSONAL INFORMATION,15/03/2013,"6,600.00"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,28/03/2013,"5,433.00"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Legal Fees,PCB SOLICITORS,08/03/2013,"1,612.47"
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,28/03/2013,"2,105.00"
"Development, Business & Housing",Town Centre Project,CEAC,Income,Service Charges,MAINSTAY PAYMENTS LTD,21/03/2013,"3,860.14"
"Development, Business & Housing",Town Centre Project,CEAC,Premises-Related Expenditure,Gas,TOTAL GAS & POWER LIMITED,21/03/2013,"3,089.27"
"Development, Business & Housing",Town Centre Project,CEAC,Premises-Related Expenditure,Contract Cleaning,VEOLIA ES (UK) LTD,21/03/2013,260.19
"Development, Business & Housing",Town Centre Project,CEAC,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,21/03/2013,313.03
"Development, Business & Housing",Town Centre Project,CEAC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/03/2013,721.61
"Development, Business & Housing",Town Centre Project,CEAC,Premises-Related Expenditure,R&M -Buildings DLO Charge,COFELY LIMITED,21/03/2013,"1,828.99"
"Development, Business & Housing",Town Centre Project,CEAC,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,13/03/2013,310.08
"Development, Business & Housing",Town Centre Project,CEAC,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,13/03/2013,"2,235.42"
"Development, Business & Housing",Town Centre Project,CEAD,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/03/2013,"1,495.15"
"Development, Business & Housing",Town Centre Project,CEAD,Supplies & Services,Other Expenses,SHROPSHIRE COUNCIL,13/03/2013,"1,700.00"
"Development, Business & Housing",Town Centre Project,CEAE,Premises-Related Expenditure,Contract Cleaning,PHS GROUP LTD,05/03/2013,360.60
"Development, Business & Housing",Town Centre Project,CEAE,Premises-Related Expenditure,R&M -Building Other,SHROPSHIRE HEATING SERVICES LTD,14/03/2013,212.50
"Development, Business & Housing",Town Centre Project,CEAE,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,21/03/2013,246.30
"Development, Business & Housing",Town Centre Project,CEAE,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,21/03/2013,536.40
"Development, Business & Housing",Town Centre Project,CEAE,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,05/03/2013,139.80
"Development, Business & Housing",Town Centre Project,CEAE,Premises-Related Expenditure,R&M -Building Other,PP ELECTRICAL SERVICES,21/03/2013,165.00
"Development, Business & Housing",Town Centre Project,CEAE,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,13/03/2013,"1,776.60"
"Development, Business & Housing",Town Centre Project,CEAE,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,21/03/2013,105.00
"Development, Business & Housing",Town Centre Project,CEAE,Supplies & Services,Telephones,MIDLAND TML,21/03/2013,483.96
"Development, Business & Housing",Town Centre Project,CEAH,Income,Fees & Charges General,SMP SARL I,07/03/2013,823.23
"Development, Business & Housing",Town Centre Project,CEAH,Income,Fees & Charges General,JONES & HAMPTON LTD,21/03/2013,330.80
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Building Other,GRA-BERN,05/03/2013,268.62
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,21/03/2013,270.77
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/03/2013,335.89
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Building Other,RCS ROOFING CONSTRUCTION SERVICES LTD,21/03/2013,519.73
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Building Other,GRA-BERN,21/03/2013,241.39
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Building Other,RCS ROOFING CONSTRUCTION SERVICES LTD,05/03/2013,163.59
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,20/03/2013,221.43
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Building Other,WREKIN DRAIN SERVICES LTD,21/03/2013,170.00
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Building Other,LOCSAFE SECURITY SYSTEMS,21/03/2013,189.00
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS (ELECTRICITY),21/03/2013,229.94
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),13/03/2013,556.39
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS (ELECTRICITY),21/03/2013,209.87
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS (ELECTRICITY),28/03/2013,170.61
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,21/03/2013,143.83
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,21/03/2013,192.82
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,Insurance Loss Over 250,TELFORD BUILDING CONTRACTORS,12/03/2013,"34,831.96"
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,21/03/2013,175.48
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,01/03/2013,342.63
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,26/03/2013,328.00
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,21/03/2013,595.00
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,13/03/2013,201.28
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,21/03/2013,154.94
"Development, Business & Housing",Town Centre Project,CEAH,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,20/03/2013,360.00
"Development, Business & Housing",Town Centre Project,CEAH,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE (UK) LIMITED,08/03/2013,"22,021.16"
"Development, Business & Housing",Town Centre Project,CEAH,Supplies & Services,Consultants Fees,JOHNSON FELLOWS,27/03/2013,800.00
"Development, Business & Housing",Town Centre Project,CEAH,Supplies & Services,Advertising,3S PRINT & DISPLAY LIMITED,21/03/2013,465.00
"Development, Business & Housing",Town Centre Project,CEAH,Supplies & Services,Advertising,3S PRINT & DISPLAY LIMITED,08/03/2013,295.00
"Development, Business & Housing",Town Centre Project,CEAH,Supplies & Services,Payment Of Income Collected,COMBINED PROPERTY CONTROL,26/03/2013,"110,150.73"
"Development, Business & Housing",Town Centre Project,CEAH,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE (UK) LIMITED,21/03/2013,"10,075.00"
"Development, Business & Housing",Town Centre Project,CEAH,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE (UK) LIMITED,21/03/2013,"1,500.00"
"Development, Business & Housing",Town Centre Project,CEAL,Supplies & Services,Licences,NEWPORT & DISTRICT AGRICULTURAL SOCIETY,25/03/2013,590.00
"Development, Business & Housing",Town Centre Project,CEAN,Income,Service Charges,SMP SARL I,13/03/2013,276.40
"Development, Business & Housing",Town Centre Project,CEAN,Income,Service Charges,SMP SARL I,13/03/2013,311.84
"Development, Business & Housing",Town Centre Project,CEAN,Income,Service Charges,SMP SARL I,12/03/2013,474.39
"Development, Business & Housing",Town Centre Project,CEAN,Income,Service Charges,SMP SARL I,12/03/2013,474.39
"Development, Business & Housing",Town Centre Project,CEAN,Income,Service Charges,ORBIT PROPERTY MANAGEMENT LTD,21/03/2013,"1,667.31"
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,01/03/2013,187.00
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,ADRIAN MARSH LIMITED,13/03/2013,900.00
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,ADRIAN MARSH LIMITED,13/03/2013,900.00
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,BUSY BEE CLEANING,05/03/2013,359.95
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,ADRIAN MARSH LIMITED,13/03/2013,"1,260.00"
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,ADRIAN MARSH LIMITED,13/03/2013,900.00
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,MITIE LANDSCAPES LTD,05/03/2013,172.34
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,SHROPSHIRE ROADSWEEPERS,05/03/2013,259.25
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,SHROPSHIRE ROADSWEEPERS,05/03/2013,125.00
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,R M F LANDSCAPING LTD,08/03/2013,392.62
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,JONES & HAMPTON LTD,01/03/2013,494.75
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,R M F LANDSCAPING LTD,04/03/2013,258.60
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Building Cleaning DSO,PHS GROUP LTD,05/03/2013,278.78
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Building Cleaning DSO,BUSY BEE CLEANING,04/03/2013,206.50
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Building Cleaning DSO,BUSY BEE CLEANING,04/03/2013,187.00
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Contract Cleaning,VEOLIA ES (UK) LTD,19/03/2013,144.57
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,01/03/2013,187.00
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,21/03/2013,"7,931.33"
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Gas,West Mercia Energy (WME),20/03/2013,"3,163.44"
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Gas,West Mercia Energy (WME),20/03/2013,536.35
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Gas,E.ON,05/03/2013,"1,610.62"
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Electricity,NPOWER,15/03/2013,536.40
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),13/03/2013,271.89
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),13/03/2013,259.14
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),13/03/2013,403.88
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),13/03/2013,575.63
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),13/03/2013,524.89
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),13/03/2013,126.04
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),13/03/2013,"1,312.42"
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,Electricity,NPOWER LIMITED,19/03/2013,"2,204.28"
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,R&M -Building Other,H & G ASH ROADMARKINGS LTD,22/03/2013,240.00
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,R&M -Building Other,PRYCE (BUILDERS) LTD,11/03/2013,"4,902.01"
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,R&M -Building Other,CONCEPT ELEVATORS (MIDLANDS) LIMITED,05/03/2013,845.00
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,20/03/2013,487.26
"Development, Business & Housing",Town Centre Project,CEAN,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,20/03/2013,133.00
"Development, Business & Housing",Town Centre Project,CEAN,Supplies & Services,Security Services,LOCKLEY SECURITY,18/03/2013,112.00
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,11/03/2013,"121,304.15"
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,External Professional Fees,Unicorn Fire & Safety Solutions Ltd,12/03/2013,"4,245.00"
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,11/03/2013,"207,222.07"
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,11/03/2013,"140,267.59"
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES,27/03/2013,"10,521.49"
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,27/03/2013,"2,412.42"
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,External Professional Fees,Telford Shopping Centre,27/03/2013,"1,277.16"
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,External Professional Fees,FAIRSHARE CREDIT UNION LTD,27/03/2013,702.00
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,External Professional Fees,FAIRSHARE CREDIT UNION LTD,27/03/2013,"3,029.87"
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,External Professional Fees,Contracts & Procurement Advice Limited,27/03/2013,"1,536.60"
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,External Professional Fees,MACE LTD,27/03/2013,"14,995.88"
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,External Professional Fees,MACE LTD,27/03/2013,"3,888.34"
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,External Professional Fees,Contracts & Procurement Advice Limited,27/03/2013,"3,060.00"
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,Marketing / Advertising,Associated Architects,27/03/2013,500.00
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,Marketing / Advertising,3S PRINT & DISPLAY LIMITED,27/03/2013,"2,360.00"
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,Other Capital Expenditure,DTZ DEBENHAM TIE LEUNG,27/03/2013,"7,372.81"
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,Marketing / Advertising,360 SKYLENS LIMITED,27/03/2013,225.00
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,External Professional Fees,Contracts & Procurement Advice Limited,10/03/2013,600.00
"Development, Business & Housing",Town Centre Project,WCCA,Capital Expenditure,Marketing / Advertising,3S PRINT & DISPLAY LIMITED,27/03/2013,620.50
Education & Skills,Economy & Skills,ALAA,Supplies & Services,Sub Contractors,TELFORD COLLEGE OF ARTS & TECHNOLOGY,12/03/2013,"8,640.00"
Education & Skills,Economy & Skills,ALAA,Third Party Payments,Childminders,AQUEDUCT PRIMARY AFTER SCHOOL CLUB,18/03/2013,120.00
Education & Skills,Economy & Skills,ALAC,Premises-Related Expenditure,General Rents,A J (TELFORD) SELF-STORAGE LTD,18/03/2013,114.39
Education & Skills,Economy & Skills,ALAF,Supplies & Services,Sub Contractors,RELATE SHROPSHIRE & HEREFORDSHIRE LTD,12/03/2013,"7,560.00"
Education & Skills,Economy & Skills,ALAF,Supplies & Services,Equipment - Purchase,SPECIALIST COMPUTERS CENTRES PLC,01/03/2013,"1,247.49"
Education & Skills,Economy & Skills,ALAF,Supplies & Services,Sub Contractors,TELFORD COLLEGE OF ARTS & TECHNOLOGY,12/03/2013,"1,200.00"
Education & Skills,Economy & Skills,ALAG,Supplies & Services,Printing - Other,TELFORD REPROGRAPHICS LTD,14/03/2013,220.00
Education & Skills,Economy & Skills,ALAK,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,01/03/2013,159.53
Education & Skills,Economy & Skills,ALAK,Supplies & Services,Telephones,COMMSPLUS LTD,05/03/2013,667.99
Education & Skills,Economy & Skills,ANAD,Supplies & Services,Printing - Other,ALLWAG PROMOTIONS LTD,25/03/2013,250.00
Education & Skills,Economy & Skills,ANAD,Supplies & Services,Printing - Other,ALLWAG PROMOTIONS LTD,25/03/2013,140.00
Education & Skills,Economy & Skills,ANAD,Third Party Payments,Training ESF Funded,Lil Missy Salons,15/03/2013,"1,500.00"
Education & Skills,Economy & Skills,ANAD,Third Party Payments,Training ESF Funded,Lil Missy Salons,25/03/2013,"1,500.00"
Education & Skills,Economy & Skills,ANAD,Third Party Payments,Training ESF Funded,Lil Missy Salons,25/03/2013,"1,500.00"
Education & Skills,Economy & Skills,KSAB,Supplies & Services,Stationery,GRAPHICS & PRINT (TELFORD) LTD,26/03/2013,"2,023.00"
Education & Skills,Economy & Skills,KSAB,Supplies & Services,Stationery,GRAPHICS & PRINT (TELFORD) LTD,27/03/2013,"1,449.00"
Education & Skills,School Improvement,KHAB,Premises-Related Expenditure,General Rents,LICHFIELD DIOCESAN BOARD OF EDUCATION,13/03/2013,"1,325.00"
Education & Skills,School Improvement,KHAB,Premises-Related Expenditure,General Rents,LICHFIELD DIOCESAN BOARD OF EDUCATION,13/03/2013,"1,325.00"
Education & Skills,School Improvement,KHAB,Premises-Related Expenditure,General Rents,LICHFIELD DIOCESAN BOARD OF EDUCATION,13/03/2013,265.00
Education & Skills,School Improvement,KHAB,Premises-Related Expenditure,General Rents,LICHFIELD DIOCESAN BOARD OF EDUCATION,13/03/2013,"2,650.00"
Education & Skills,School Improvement,KHAB,Premises-Related Expenditure,General Rents,LICHFIELD DIOCESAN BOARD OF EDUCATION,12/03/2013,-662.50
Education & Skills,School Improvement,KHAB,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,26/03/2013,936.00
Education & Skills,School Improvement,KHAB,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,26/03/2013,936.00
Education & Skills,School Improvement,KHAB,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,26/03/2013,"1,248.00"
Education & Skills,School Improvement,KHAD,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,26/03/2013,"1,248.00"
Education & Skills,School Improvement,KHAD,Supplies & Services,Equipment - Purchase,TV LICENSING,26/03/2013,"5,674.50"
Education & Skills,School Improvement,KHBG,Supplies & Services,Other Services,XEROX FINANCE,19/03/2013,-291.67
Education & Skills,School Improvement,KHBG,Supplies & Services,Other Services,XEROX FINANCE,11/03/2013,350.00
Education & Skills,School Improvement Primary,GBAF,Supplies & Services,Mobile Phones,ORANGE PCS LTD,07/03/2013,455.00
Education & Skills,School Improvement Primary,GBAF,Supplies & Services,Equipment - Purchase,LEGOeducation,01/03/2013,329.89
Education & Skills,School Improvement Primary,GBAF,Supplies & Services,Equipment - Purchase,LEGOeducation,12/03/2013,187.95
Education & Skills,School Improvement Primary,GBAJ,Employees,Course Fees,WELLINGTON TOWN COUNCIL ,15/03/2013,135.00
Education & Skills,School Improvement Primary,GBAJ,Supplies & Services,Equipment - Purchase,LUCID RESEARCH LTD,11/03/2013,101.50
Education & Skills,School Improvement Primary,GBAJ,Supplies & Services,Equipment - Purchase,LUCID RESEARCH LTD,11/03/2013,173.53
Education & Skills,School Improvement Primary,GBAJ,Supplies & Services,Equipment - Purchase,LUCID RESEARCH LTD,11/03/2013,158.12
Education & Skills,School Improvement Primary,GBAJ,Supplies & Services,Administrative/Office Supplies,GRANADA LEARNING LTD,27/03/2013,210.00
Education & Skills,School Improvement Primary,GBAJ,Supplies & Services,Administrative/Office Supplies,GRANADA LEARNING LTD,27/03/2013,210.00
Education & Skills,School Improvement Primary,GBAJ,Supplies & Services,Mobile Phones,ORANGE PCS LTD,01/03/2013,130.00
Education & Skills,School Improvement Primary,GBAJ,Supplies & Services,Mobile Phones,ORANGE PCS LTD,06/03/2013,135.00
Education & Skills,School Improvement Primary,GBAJ,Supplies & Services,Mobile Phones,ORANGE PCS LTD,06/03/2013,135.00
Education & Skills,School Improvement Primary,GBAJ,Supplies & Services,Mobile Phones,ORANGE PCS LTD,27/03/2013,135.00
Education & Skills,School Improvement Secondary,GMAB,Supplies & Services,Other Services,CULTUREKIND,08/03/2013,300.00
Education & Skills,School Improvement Secondary,GMAB,Supplies & Services,Other Services,STARLIGHT THEATRE SERVICES,08/03/2013,450.00
Education & Skills,School Improvement Secondary,JCAG,Employees,Course Fees,SOVA,28/03/2013,"1,988.25"
Education & Skills,School Improvement Secondary,KSAC,Employees,Training Expenses,STAFF SELECT LTD T/A NOVA TRAINING LTD,04/03/2013,500.00
Education & Skills,School Improvement Secondary,KSAC,Employees,Training Expenses,STAFF SELECT LTD T/A NOVA TRAINING LTD,04/03/2013,"2,000.00"
Education & Skills,School Improvement Secondary,KSAC,Supplies & Services,Training ESF Funded,Lil Missy Salons,15/03/2013,"2,500.00"
Education & Skills,School Improvement Secondary,KSAD,Premises-Related Expenditure,General Rents,AFC TELFORD UNITED,26/03/2013,"1,560.00"
Education & Skills,School Improvement Secondary,KSAD,Transport-Related Expenditure,Transport Contractors,DIAMOND CARS (TELFORD) LTD,27/03/2013,360.00
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,19/03/2013,"1,415.60"
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,19/03/2013,825.00
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,19/03/2013,"1,935.38"
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,19/03/2013,"1,610.60"
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,26/03/2013,"1,787.00"
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,26/03/2013,590.60
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,07/03/2013,"1,598.15"
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,07/03/2013,590.60
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,19/03/2013,"1,415.60"
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,26/03/2013,"1,412.42"
