Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,03/03/2014,171.5,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,03/03/2014,254.5,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,03/03/2014,214.5,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,03/03/2014,187.4,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,03/03/2014,195,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,03/03/2014,258,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,03/03/2014,230,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,03/03/2014,107.8,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,03/03/2014,285.9,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,03/03/2014,131.5,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,03/03/2014,158.5,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,-1692.91,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/03/2014,126,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/03/2014,185,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,Preventative Maintenance,PROKILL UK LIMITED,24/03/2014,150,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,ARGUS FIRE,31/03/2014,230,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,FCC RECYCLING (UK) LIMITED,31/03/2014,-108,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,CONCEPT ELEVATORS (MIDLANDS) LIMITED,20/03/2014,135,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,981.19,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,335.76,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,1164.41,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,805.88,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,645.49,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,176.91,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,2664.96,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,113.19,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRA-BERN,24/03/2014,390.65,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,24/03/2014,747.22,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,General Rents,COMBINED PROPERTY CONTROL,25/03/2014,118150.13,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,26/03/2014,2398.15,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,26/03/2014,2312.4,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,17/03/2014,1058.14,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Gas,West Mercia Energy (WME),17/03/2014,3112.98,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Gas,West Mercia Energy (WME),17/03/2014,1780.2,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,20/03/2014,125,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,20/03/2014,429.28,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,28/03/2014,399,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,24/03/2014,200,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,21/03/2014,985,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,WELLINGTON INSULATION CO. LTD,03/03/2014,250,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Employees,Staff Training,Unicorn Fire & Safety Solutions Ltd,03/03/2014,147.5,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Employees,Staff Training,Unicorn Fire & Safety Solutions Ltd,03/03/2014,147.5,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,06/03/2014,569.51,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Electricity,NPOWER,07/03/2014,1758.94,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,130,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,291,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,130,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,130,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,130,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,130,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,HERRON CLEANING SERVICES,31/03/2014,247.52,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,HERRON CLEANING SERVICES,31/03/2014,172.64,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,HERRON CLEANING SERVICES,31/03/2014,174.72,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,130,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,287,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,120,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,120,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,120,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,130,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,202,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,SICO EUROPE LTD,31/03/2014,207,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,HERRON CLEANING SERVICES,31/03/2014,295.36,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,120,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,HERRON CLEANING SERVICES,31/03/2014,286,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,HERRON CLEANING SERVICES,31/03/2014,189.28,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,31/03/2014,120,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,HERRON CLEANING SERVICES,28/03/2014,185.12,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,HERRON CLEANING SERVICES,28/03/2014,180.96,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,HERRON CLEANING SERVICES,28/03/2014,213.2,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Supplies & Services,Registration / Licence Fees,Briar Associates,24/03/2014,154,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,26/03/2014,244.76,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,26/03/2014,136.69,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,26/03/2014,247.51,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,26/03/2014,171.15,,,,,,,,
"Development, Business & Employment",Property & Design,COAE,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,24/03/2014,196.3,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,27/03/2014,252,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,ERIC NEVILLE CATERING SUPPLIES LTD,24/03/2014,151.5,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,ERIC NEVILLE CATERING SUPPLIES LTD,24/03/2014,430,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,24/03/2014,101,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,24/03/2014,322,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,ERIC NEVILLE CATERING SUPPLIES LTD,24/03/2014,2167,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,ERIC NEVILLE CATERING SUPPLIES LTD,24/03/2014,108.5,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,26/03/2014,117.02,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,26/03/2014,208.58,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,26/03/2014,106.82,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,26/03/2014,131.62,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,26/03/2014,157.5,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,HERRON CLEANING SERVICES,28/03/2014,174.72,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,HERRON CLEANING SERVICES,28/03/2014,212.16,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,ERIC NEVILLE CATERING SUPPLIES LTD,17/03/2014,685,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,SICO EUROPE LTD,18/03/2014,138,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,SICO EUROPE LTD,18/03/2014,155.25,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,03/03/2014,111,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,ERIC NEVILLE CATERING SUPPLIES LTD,05/03/2014,101,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,06/03/2014,127.7,,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,ERIC NEVILLE CATERING SUPPLIES LTD,06/03/2014,489,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,14/03/2014,431.1,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,14/03/2014,420.6,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,14/03/2014,400,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,14/03/2014,420.6,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,14/03/2014,400,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,14/03/2014,429.2,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,14/03/2014,431.1,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,14/03/2014,443.4,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,14/03/2014,400,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,14/03/2014,400.3,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,14/03/2014,452.65,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,14/03/2014,420.6,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,14/03/2014,385.5,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,14/03/2014,455,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,14/03/2014,404,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,14/03/2014,506.7,,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,17/03/2014,420.6,,,,,,,,
"Development, Business & Employment",Property & Design,COAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,OTIS LIMITED,04/03/2014,-464.65,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,11/03/2014,144,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,11/03/2014,848.88,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,11/03/2014,238.06,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,Oakley Maintenance,11/03/2014,137,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,ASLES (TOOL HIRE & SALES) LTD,20/03/2014,139,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,20/03/2014,125,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,20/03/2014,645.55,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,20/03/2014,281.1,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,14/03/2014,247.74,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,14/03/2014,118.42,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,26/03/2014,401.7,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,26/03/2014,216.84,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,26/03/2014,102.6,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,26/03/2014,180.25,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,26/03/2014,105,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,26/03/2014,103.82,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,26/03/2014,105,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,26/03/2014,105,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,26/03/2014,105,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,26/03/2014,138.25,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,26/03/2014,147,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,26/03/2014,314.68,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,27/03/2014,166.46,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ARJOHUNTLEIGH UK,28/03/2014,195,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,Colt Service,28/03/2014,992,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ERIC NEVILLE CATERING SUPPLIES LTD,28/03/2014,195,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,HORTON AUTOMATICS LTD,24/03/2014,170,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,24/03/2014,165,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,25/03/2014,635,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,25/03/2014,2216.36,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,26/03/2014,554.39,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,26/03/2014,107.03,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ZIP HEATERS (UK) LTD,26/03/2014,215.05,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,RCS ROOFING CONSTRUCTION SERVICES LTD,26/03/2014,434.14,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,26/03/2014,186.41,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,26/03/2014,110.85,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,26/03/2014,1247.97,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,Total Access (UK) Ltd,28/03/2014,1388,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,17/03/2014,798,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,17/03/2014,840,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,17/03/2014,156.75,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ADT FIRE & SECURITY PLC,17/03/2014,149.1,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,CONCEPT ELEVATORS (MIDLANDS) LIMITED,17/03/2014,275.25,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,17/03/2014,1219,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ADT FIRE & SECURITY PLC,17/03/2014,196.09,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,17/03/2014,1080,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,WELLINGTON INSULATION CO. LTD,17/03/2014,1139.64,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,CONCEPT ELEVATORS (MIDLANDS) LIMITED,17/03/2014,180,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ARJOHUNTLEIGH UK,25/03/2014,3948.71,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,25/03/2014,283.5,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,20/03/2014,448.17,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,20/03/2014,323.3,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,20/03/2014,152.7,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,20/03/2014,223.37,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,20/03/2014,384.33,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,HORTON AUTOMATICS LTD,20/03/2014,436.5,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,20/03/2014,169,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,20/03/2014,244.4,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,20/03/2014,237.92,,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,27/03/2014,140,,,,,,,,
