Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,
Family & Cohesion Services,Children Specialist Services,KNAA,Third Party Payments,Agency Services,NEW OPTIONS (3) LTD,31/07/2013,-10116.81,,
Family & Cohesion Services,Children Specialist Services,KNAA,Third Party Payments,Agency Services,CASTLECARE EDUCATION LTD,19/07/2013,61750,,
Family & Cohesion Services,Children Specialist Services,KNAA,Third Party Payments,Agency Services,CASTLECARE EDUCATION LTD,31/07/2013,61750,,
Family & Cohesion Services,Children Specialist Services,KNAC,Third Party Payments,Contribution To Other La's,HEREFORDSHIRE COUNCIL,31/07/2013,8106,,
Family & Cohesion Services,Children Specialist Services,KNAJ,Supplies & Services,Aids & Appliances,RNIB SERVICES LIMITED,03/07/2013,1615,,
Family & Cohesion Services,Children Specialist Services,KNAJ,Supplies & Services,Equipment - Purchase,PHONAK UK LTD,02/07/2013,969,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAC,Supplies & Services,Other Office Expenses,KEY ANGELS LTD,05/07/2013,180,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Supplies & Services,Fees,ALLPAY.NET LIMITED,09/07/2013,750,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,16/07/2013,110,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,16/07/2013,340,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,GLYN UPTON REMOVALS,16/07/2013,140,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,16/07/2013,110,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,16/07/2013,260,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,16/07/2013,160,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,16/07/2013,110,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,16/07/2013,294,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAD,Transport-Related Expenditure,Outside Hire,AE PROPERTY MAINTENANCE,16/07/2013,260,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,VPS (UK) LTD,01/07/2013,135,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,15/07/2013,420.6,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,15/07/2013,420.6,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,15/07/2013,431.1,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,15/07/2013,429.2,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,15/07/2013,477.2,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,15/07/2013,385.5,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,15/07/2013,420.6,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,15/07/2013,420.6,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,15/07/2013,404,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,15/07/2013,443.4,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,15/07/2013,431.1,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,15/07/2013,506.7,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,15/07/2013,403.1,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,15/07/2013,420.6,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,15/07/2013,431.1,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,15/07/2013,400.3,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,17/07/2013,400,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,17/07/2013,400,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,17/07/2013,455,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,17/07/2013,400,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,19/07/2013,400,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,19/07/2013,455,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,19/07/2013,400,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,19/07/2013,400,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,19/07/2013,400,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,19/07/2013,400,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,19/07/2013,400,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,19/07/2013,400,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,19/07/2013,400,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,19/07/2013,400,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAG,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,19/07/2013,400,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PROKILL UK LIMITED,01/07/2013,150,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,04/07/2013,266.7,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/07/2013,329.25,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAJ,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/07/2013,364.79,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,VPS (UK) LTD,01/07/2013,179.25,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/07/2013,1002.08,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/07/2013,2503.76,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAA,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,05/07/2013,260,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Other Grants (Expenses),Telford Street Pastors,08/07/2013,5000,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Equipment - Hire,ASLES (TOOL HIRE & SALES) LTD,12/07/2013,660,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAF,Supplies & Services,Security Services,BT BUSINESS DIRECT LTD,08/07/2013,-1014,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAF,Supplies & Services,Security Services,BT REDCARE,08/07/2013,1014,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAJ,Supplies & Services,Mobile Phones,ORANGE PCS LTD,04/07/2013,135,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Employees,Staff Training,THE DUKE OF EDINBURGH'S AWARD,16/07/2013,375,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Premises-Related Expenditure,Hire Of Rooms,HIGH ERCALL VILLAGE HALL,22/07/2013,120,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Premises-Related Expenditure,General Rents,PARK LANE CENTRE,22/07/2013,3120.75,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Premises-Related Expenditure,Hire Of Rooms,1ST PRIORSLEE & ST GEORGES SCOUT GROUP,25/07/2013,125,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Premises-Related Expenditure,Hire Of Rooms,LITTLE CHICKS PRE-SCHOOL,25/07/2013,420,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Supplies & Services,Equipment - Repair,TRAILER AND COMPONENTS LTD,16/07/2013,404.63,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Supplies & Services,Sport Equip - Purchase,ATB Sales Ltd,25/07/2013,5010,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,26/07/2013,179.44,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Transport-Related Expenditure,Contract Hire - Mini Bus,NORTHGATE VEHICLE HIRE LTD,15/07/2013,463.67,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY02,Supplies & Services,Holidays & Outings,BRITISH YOUTH COUNCIL,15/07/2013,335,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY03,Transport-Related Expenditure,Contract Hire,AT BROWN (COACHES) LTD,15/07/2013,220,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY03,Transport-Related Expenditure,Contract Hire,AT BROWN (COACHES) LTD,31/07/2013,597,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,HPAD,Supplies & Services,Security Services,JONES & HAMPTON LTD,16/07/2013,198.74,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,JEAN,Premises-Related Expenditure,Hire Of Rooms,HADLEY & LEEGOMERY PARISH COUNCIL,15/07/2013,264.6,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,JEAN,Supplies & Services,Holidays & Outings,REDACTED PERSONAL INFORMATION,22/07/2013,162.5,,
Family & Cohesion Services,Early Intervention,GEAA,Supplies & Services,Printing - Other,TUDOR PRINT & SIGNS,03/07/2013,158,,
Family & Cohesion Services,Early Intervention,GEAA,Supplies & Services,Printing - Other,TUDOR PRINT & SIGNS,03/07/2013,1620,,
Family & Cohesion Services,Early Intervention,GEAA,Supplies & Services,Printing - Other,LEXON,22/07/2013,145.45,,
Family & Cohesion Services,Early Intervention,GEAA,Supplies & Services,Printing - Other,LEXON,22/07/2013,145.45,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TOTS AND TODDLERS DAYCARE,01/07/2013,8118.9,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,WOODEN TOPS DAY NURSERY ,01/07/2013,31689.9,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,04/07/2013,266.75,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LITTLE DRAGONS PRE-SCHOOL ,10/07/2013,1527.75,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LONGFORD PLAYGROUP ,10/07/2013,763.88,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,HONEYBUNS NURSERIES,10/07/2013,1527.75,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LITTLE BODIES DAY NURSERY,10/07/2013,5347.13,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LITTLE CHICKS PRE-SCHOOL,10/07/2013,1527.75,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,Busy Bees Day Nursery Telford,10/07/2013,763.88,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,09/07/2013,763.88,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,08/07/2013,1527.75,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TOTS AND TODDLERS DAYCARE,08/07/2013,22916.25,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,RANDLAY ROUNDABOUT,08/07/2013,4583.25,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,WOODEN TOPS DAY NURSERY ,08/07/2013,32082.75,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BROOKSIDE PRE-SCHOOL & PLAYGROUP,08/07/2013,1527.75,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,B) COALBROOKDALE & I'BRIDGE NURS,08/07/2013,763.88,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,DAISY CHAIN DAY CARE LTD,08/07/2013,6467.48,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CHIPMUNKS NURSERY,08/07/2013,19096.88,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,SMILEY FACES DAY NURSERIES LTD,08/07/2013,1527.75,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,STEPPING STONES AT CAPTAIN WEBB,08/07/2013,763.88,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TEAGUES BRIDGE PRE-SCHOOL ,08/07/2013,1527.75,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BEARS DEN PRE-SCHOOL ,08/07/2013,2291.62,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TRENCH TOTS NEIGHBOURHOOD NURSERY LTD,08/07/2013,3819.38,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,B) WT'ON METHODIST CHURCH PLAYG,08/07/2013,3055.5,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,NOAH'S ARK NURS & AFTER SCH CLUB,08/07/2013,2291.62,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,OUR WORLD NEIGHBOURHOOD NURSER,08/07/2013,2291.62,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUS DAY NURSERY ,10/07/2013,1527.75,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Pre School Playgroups,ABACUS DAY NURSERY ,10/07/2013,7330.05,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Pre School Playgroups,ABC DAY NURSERY HOLLINSWOOD ,10/07/2013,13721.4,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABC DAY NURSERY HOLLINSWOOD ,10/07/2013,3819.38,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BUTTERFLIES DAY NURSERY ,10/07/2013,763.88,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUS (DAWLEY) LTD ,10/07/2013,4583.25,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Pre School Playgroups,ABACUS (DAWLEY) LTD ,10/07/2013,6822.9,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Pre School Playgroups,ABACUSDAY NURSERY,10/07/2013,2274.3,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUSDAY NURSERY,10/07/2013,763.88,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Pre School Playgroups,CENTRAL PARK NURSERY ,10/07/2013,7915.95,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Pre School Playgroups,CENTRAL PARK NURSERY ,10/07/2013,4334.93,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CENTRAL PARK NURSERY ,10/07/2013,3055.5,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CHILDCARE SOS,10/07/2013,4583.25,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUS (DAWLEY) LTD ,10/07/2013,2291.62,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUS (DAWLEY) LTD ,10/07/2013,9930.38,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TASHA BURRELL,08/07/2013,763.88,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,WOODEN TOPS DAY NURSERY ,01/07/2013,5366.74,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,WOODEN TOPS DAY NURSERY ,01/07/2013,7173.36,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,WOODEN TOPS DAY NURSERY ,01/07/2013,1645.92,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,WOODEN TOPS DAY NURSERY ,01/07/2013,1166.4,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TOTS AND TODDLERS DAYCARE,01/07/2013,9298.8,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TOTS AND TODDLERS DAYCARE,01/07/2013,10494.36,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TOTS AND TODDLERS DAYCARE,01/07/2013,2268,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TOTS AND TODDLERS DAYCARE,01/07/2013,1490.4,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Busy Bees Day Nursery Telford,10/07/2013,22253.17,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE CHICKS PRE-SCHOOL,10/07/2013,16773.75,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE CHICKS PRE-SCHOOL,10/07/2013,559.13,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE DRAGONS PRE-SCHOOL,10/07/2013,6804,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE DRAGONS PRE-SCHOOL,10/07/2013,567,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LONGFORD PLAYGROUP ,10/07/2013,9505.12,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HONEYBUNS NURSERIES,10/07/2013,39921.53,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HONEYBUNS NURSERIES,10/07/2013,562.27,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE BODIES DAY NURSERY,10/07/2013,7960.05,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE BODIES DAY NURSERY,10/07/2013,2274.29,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,09/07/2013,535.5,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,MELISSA WILLIAMS,08/07/2013,535.5,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,THE LEARNING TREE PRE-SCHOOL ,08/07/2013,10704.96,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,THE OLD HALL SCHOOl,08/07/2013,10748.85,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TIGGYWINKLES MONTESSORI NURSERY,08/07/2013,10473.75,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TORTOISE NURSERY SCHOOL ,08/07/2013,12006.23,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PLAY-DAYS CORPORTION LTD,08/07/2013,8870.4,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PRIORSLEE PRE-SCHOOL,08/07/2013,12266.1,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PUDDLEDUCKS PLAYGROUP ,08/07/2013,13475.86,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,DAISY CHAIN @ OLD HALL,08/07/2013,16234.47,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,DAISY CHAIN @ OLD HALL,08/07/2013,1667.93,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CLUB 0-5 LTD ,08/07/2013,12370.05,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TOTS AND TODDLERS DAYCARE,08/07/2013,29639.93,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TOTS AND TODDLERS DAYCARE,08/07/2013,10461.15,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OUR WORLD NEIGHBOURHOOD NURSERY ,08/07/2013,2280.6,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OUR WORLD NEIGHBOURHOOD NURSERY ,08/07/2013,3991.06,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,WOODEN TOPS DAY NURSERY ,08/07/2013,13948.2,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,RANDLAY ROUNDABOUTS ,08/07/2013,5962.32,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BROOKSIDE PRE-SCHOOL & PLAYGROU,08/07/2013,6410.25,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BROOKSIDE PRE-SCHOOL & PLAYGROU,08/07/2013,582.75,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,B) COALBROOKDALE & I'BRIDGE NURS,08/07/2013,11741.63,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,DAISY CHAIN DAY CARE LTD,08/07/2013,11728.08,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,DAISY CHAIN DAY CARE LTD,08/07/2013,2706.48,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EARLYWORLD LIMITED ,08/07/2013,8386.88,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EARLYWORLD LIMITED ,08/07/2013,4920.29,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EARLYWORLD LIMITED ,08/07/2013,12474,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EARLYWORLD LIMITED ,08/07/2013,567,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CASTLE HOUSE SCHOOL TRUST LTD,08/07/2013,5137.44,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CASTLE HOUSE SCHOOL TRUST LTD,08/07/2013,3696,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHIPMUNKS NURSERY,08/07/2013,17340.75,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHIPMUNKS NURSERY,08/07/2013,6936.3,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,SMILEY FACES DAY NURSERIES LTD,08/07/2013,9643.09,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,STEPPING STONES AT CAPTAIN WEBB,08/07/2013,7754.04,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TEAGUES BRIDGE PRE-SCHOOL,08/07/2013,10773,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TEAGUES BRIDGE PRE-SCHOOL,08/07/2013,4536,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BEARS DEN PRE-SCHOOL ,08/07/2013,9639,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BEARS DEN PRE-SCHOOL ,08/07/2013,1701.01,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TRENCH TOTS NEIGHBOURHOOD NURSERY LTD,08/07/2013,8552.25,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TRENCH TOTS NEIGHBOURHOOD NURSERY LTD,08/07/2013,3420.9,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,B) WT'ON METHODIST CHURCH PLAYGR,08/07/2013,5216.4,,
